id,EnergyDuration
130328_train2,3413
130329_train2,3416
130330_train2,3428
130331_train2,3429
130332_train2,3426
130333_train2,3433
130334_train2,3428
130335_train2,3428
130336_train2,3416
130337_train2,3435
130338_train2,3417
130339_train2,3427
130340_train2,3414
130341_train2,3423
130342_train2,3437
130343_train2,3422
130344_train2,3418
130345_train2,3423
130346_train2,3422
130347_train2,3427
130348_train2,3416
130349_train2,3421
130350_train2,3418
130351_train2,3430
130352_train2,3416
130353_train2,3414
130354_train2,3423
130355_train2,3424
130356_train2,3423
130357_train2,3429
130358_train2,3424
130359_train2,3413
130360_train2,3425
130361_train2,3422
130362_train2,3426
130363_train2,3423
130364_train2,3419
130365_train2,3432
130366_train2,3427
130367_train2,3426
130368_train2,3420
130369_train2,3430
130370_train2,3432
130371_train2,3431
130372_train2,3413
130373_train2,3417
130374_train2,3417
130375_train2,3417
130376_train2,3428
130377_train2,3420
130378_train2,3423
130379_train2,3420
130380_train2,3430
130381_train2,3420
130382_train2,3415
130383_train2,3428
130384_train2,3421
130385_train2,3419
130386_train2,3422
130387_train2,3418
130388_train2,3424
130389_train2,3419
130390_train2,3434
130391_train2,3429
130392_train2,3428
130393_train2,3422
130394_train2,3417
130395_train2,3423
130396_train2,3419
130397_train2,3431
130398_train2,3412
130399_train2,3428
130400_train2,3430
130401_train2,3428
130402_train2,3421
130403_train2,3428
130404_train2,3430
130405_train2,3426
130406_train2,3417
130407_train2,3436
130408_train2,3421
130409_train2,3437
130410_train2,3429
130411_train2,3407
130412_train2,3412
130413_train2,3416
130414_train2,3423
130415_train2,3423
130416_train2,3427
130417_train2,3410
130418_train2,3412
130419_train2,3425
130420_train2,3422
130421_train2,3430
130422_train2,3423
130423_train2,3411
130424_train2,3433
130425_train2,3418
130426_train2,3417
130427_train2,3421
130428_train2,3430
130429_train2,3421
130430_train2,3426
130431_train2,3421
130432_train2,3424
130433_train2,3411
130434_train2,3435
130435_train2,3416
130436_train2,3417
130437_train2,3401
130438_train2,3412
130439_train2,3433
130440_train2,3434
130441_train2,3416
130442_train2,3402
130443_train2,3429
130444_train2,3420
130445_train2,3422
130446_train2,3433
130447_train2,3426
130448_train2,3425
130449_train2,3411
130450_train2,3410
130451_train2,3420
130452_train2,3407
130453_train2,3415
130454_train2,3420
130455_train2,3412
130456_train2,3407
130457_train2,3433
130458_train2,3418
130459_train2,3421
130460_train2,3411
130461_train2,3431
130462_train2,3415
130463_train2,3416
130464_train2,3436
130465_train2,3420
130466_train2,3432
130467_train2,3415
130468_train2,3414
130469_train2,3435
130470_train2,3428
130471_train2,3417
130472_train2,3424
130473_train2,3416
130474_train2,3433
130475_train2,3423
130476_train2,3417
130477_train2,3412
130478_train2,3431
130479_train2,3439
130480_train2,3431
130481_train2,3428
130482_train2,3412
130483_train2,3426
130484_train2,3420
130485_train2,3428
130486_train2,3427
130487_train2,3430
130488_train2,3433
130489_train2,3417
130490_train2,3431
130491_train2,3427
130492_train2,3432
130493_train2,3438
130494_train2,3420
130495_train2,3429
130496_train2,3417
130497_train2,3416
130498_train2,3432
130499_train2,3420
130500_train2,3421
130501_train2,3413
130502_train2,3423
130503_train2,3429
130504_train2,3428
130505_train2,3433
130506_train2,3434
130507_train2,3423
130508_train2,3417
130509_train2,3432
130510_train2,3422
130511_train2,3408
130512_train2,3427
130513_train2,3423
130514_train2,3423
130515_train2,3432
130516_train2,3420
130517_train2,3418
130518_train2,3412
130519_train2,3429
130520_train2,3429
130521_train2,3417
130522_train2,3415
130523_train2,3413
130524_train2,3423
130525_train2,3423
130526_train2,3416
130527_train2,3425
130528_train2,3423
130529_train2,3409
130530_train2,3396
130531_train2,3421
130532_train2,3435
130533_train2,3426
130534_train2,3427
130535_train2,3420
130536_train2,3432
130537_train2,3423
130538_train2,3431
130539_train2,3435
130540_train2,3424
130541_train2,3427
130542_train2,3417
130543_train2,3426
130544_train2,3417
130545_train2,3434
130546_train2,3413
130547_train2,3422
130548_train2,3410
130549_train2,3435
130550_train2,3420
130551_train2,3439
130552_train2,3412
130553_train2,3422
130554_train2,3426
130555_train2,3420
130556_train2,3419
130557_train2,3428
130558_train2,3426
130559_train2,3429
130560_train2,3418
130561_train2,3425
130562_train2,3437
130563_train2,3433
130564_train2,3418
130565_train2,3424
130566_train2,3418
130567_train2,3423
130568_train2,3422
130569_train2,3428
130570_train2,3421
130571_train2,3423
130572_train2,3431
130573_train2,3425
130574_train2,3420
130575_train2,3434
130576_train2,3435
130577_train2,3419
130578_train2,3416
130579_train2,3400
130580_train2,3419
130581_train2,3436
130582_train2,3421
130583_train2,3439
130584_train2,3428
130585_train2,3434
130586_train2,3427
130587_train2,3426
130588_train2,3415
130589_train2,3419
130590_train2,3421
130591_train2,3430
130592_train2,3412
130593_train2,3429
130594_train2,3414
130595_train2,3424
130596_train2,3418
130597_train2,3431
130598_train2,3423
130599_train2,3430
130600_train2,3430
130601_train2,3423
130602_train2,3426
130603_train2,3424
130604_train2,3420
130605_train2,3428
130606_train2,3431
130607_train2,3426
130608_train2,3431
130609_train2,3428
130610_train2,3426
130611_train2,3437
130612_train2,3429
130613_train2,3425
130614_train2,3430
130615_train2,3436
130616_train2,3420
130617_train2,3421
130618_train2,3410
130619_train2,3425
130620_train2,3421
130621_train2,3412
130622_train2,3416
130623_train2,3418
130624_train2,3415
130625_train2,3427
130626_train2,3438
130627_train2,3428
130628_train2,3433
130629_train2,3428
130630_train2,3413
130631_train2,3421
130632_train2,3417
130633_train2,3420
130634_train2,3425
130635_train2,3436
130636_train2,3415
130637_train2,3431
130638_train2,3421
130639_train2,3420
130640_train2,3417
130641_train2,3428
130642_train2,3411
130643_train2,3430
130644_train2,3422
130645_train2,3442
130646_train2,3415
130647_train2,3424
130648_train2,3419
130649_train2,3430
130650_train2,3415
130651_train2,3418
130652_train2,3432
130653_train2,3424
130654_train2,3424
130655_train2,3408
130656_train2,3414
130657_train2,3418
130658_train2,3415
130659_train2,3432
130660_train2,3429
130661_train2,3413
130662_train2,3425
130663_train2,3418
130664_train2,3411
130665_train2,3415
130666_train2,3422
130667_train2,3423
130668_train2,3424
130669_train2,3424
130670_train2,3433
130671_train2,3427
130672_train2,3429
130673_train2,3418
130674_train2,3426
130675_train2,3406
130676_train2,3428
130677_train2,3435
130678_train2,3420
130679_train2,3427
130680_train2,3427
130681_train2,3415
130682_train2,3422
130683_train2,3421
130684_train2,3421
130685_train2,3419
130686_train2,3421
130687_train2,3419
130688_train2,3418
130689_train2,3442
130690_train2,3431
130691_train2,3415
130692_train2,3435
130693_train2,3432
130694_train2,3421
130695_train2,3431
130696_train2,3432
130697_train2,3439
130698_train2,3421
130699_train2,3432
130700_train2,3412
130701_train2,3410
130702_train2,3413
130703_train2,3408
130704_train2,3433
130705_train2,3425
130706_train2,3427
130707_train2,3428
130708_train2,3432
130709_train2,3421
130710_train2,3422
130711_train2,3425
130712_train2,3418
130713_train2,3418
130714_train2,3420
130715_train2,3419
130716_train2,3432
130717_train2,3403
130718_train2,3424
130719_train2,3418
130720_train2,3415
130721_train2,3433
130722_train2,3433
130723_train2,3408
130724_train2,3431
130725_train2,3436
130726_train2,3439
130727_train2,3419
130728_train2,3430
130729_train2,3433
130730_train2,3428
130731_train2,3426
130732_train2,3417
130733_train2,3440
130734_train2,3412
130735_train2,3414
130736_train2,3414
130737_train2,3428
130738_train2,3421
130739_train2,3431
130740_train2,3420
130741_train2,3418
130742_train2,3433
130743_train2,3408
130744_train2,3419
130745_train2,3417
130746_train2,3426
130747_train2,3426
130748_train2,3420
130749_train2,3423
130750_train2,3424
130751_train2,3419
130752_train2,3433
130753_train2,3425
130754_train2,3413
130755_train2,3420
130756_train2,3411
130757_train2,3407
130758_train2,3414
130759_train2,3413
130760_train2,3429
130761_train2,3425
130762_train2,3431
130763_train2,3434
130764_train2,3430
130765_train2,3433
130766_train2,3421
130767_train2,3413
130768_train2,3433
130769_train2,3411
130770_train2,3420
130771_train2,3420
130772_train2,3412
130773_train2,3427
130774_train2,3425
130775_train2,3429
130776_train2,3420
130777_train2,3426
130778_train2,3416
130779_train2,3422
130780_train2,3415
130781_train2,3428
130782_train2,3425
130783_train2,3424
130784_train2,3413
130785_train2,3433
130786_train2,3446
130787_train2,3437
130788_train2,3417
130789_train2,3422
130790_train2,3419
130791_train2,3435
130792_train2,3434
130793_train2,3422
130794_train2,3430
130795_train2,3421
130796_train2,3429
130797_train2,3422
130798_train2,3414
130799_train2,3424
130800_train2,3441
130801_train2,3429
130802_train2,3426
130803_train2,3422
130804_train2,3429
130805_train2,3423
130806_train2,3428
130807_train2,3424
130808_train2,3410
130809_train2,3413
130810_train2,3429
130811_train2,3432
130812_train2,3430
130813_train2,3425
130814_train2,3554
130815_train2,3417
130816_train2,3416
130817_train2,3421
130818_train2,3416
130819_train2,3414
130820_train2,3436
130821_train2,3432
130822_train2,3427
130823_train2,3416
130824_train2,3424
130825_train2,3437
130826_train2,3417
130827_train2,3409
130828_train2,3423
130829_train2,3424
130830_train2,3431
130831_train2,3414
130832_train2,3437
130833_train2,3429
130834_train2,3428
130835_train2,3426
130836_train2,3426
130837_train2,3423
130838_train2,3425
130839_train2,3422
130840_train2,3432
130841_train2,3403
130842_train2,3430
130843_train2,3415
130844_train2,3434
130845_train2,3438
130846_train2,3432
130847_train2,3427
130848_train2,3427
130849_train2,3424
130850_train2,3418
130851_train2,3425
130852_train2,3422
130853_train2,3417
130854_train2,3416
130855_train2,3424
130856_train2,3430
130857_train2,3429
130858_train2,3422
130859_train2,3432
130860_train2,3438
130861_train2,3427
130862_train2,3426
130863_train2,3439
130864_train2,3432
130865_train2,3414
130866_train2,3415
130867_train2,3436
130868_train2,3426
130869_train2,3427
130870_train2,3422
130871_train2,3435
130872_train2,3437
130873_train2,3422
130874_train2,3428
130875_train2,3427
130876_train2,3431
130877_train2,3426
130878_train2,3421
130879_train2,3427
130880_train2,3421
130881_train2,3413
130882_train2,3419
130883_train2,3435
130884_train2,3422
130885_train2,3431
130886_train2,3420
130887_train2,3424
130888_train2,3425
130889_train2,3426
130890_train2,3416
130891_train2,3412
130892_train2,3433
130893_train2,3438
130894_train2,3415
130895_train2,3426
130896_train2,3424
130897_train2,3416
130898_train2,3421
130899_train2,3439
130900_train2,3420
130901_train2,3418
130902_train2,3420
130903_train2,3424
130904_train2,3430
130905_train2,3434
130906_train2,3429
130907_train2,3438
130908_train2,3411
130909_train2,3426
130910_train2,3413
130911_train2,3431
130912_train2,3397
130913_train2,3430
130914_train2,3423
130915_train2,3429
130916_train2,3441
130917_train2,3412
130918_train2,3415
130919_train2,3415
130920_train2,3429
130921_train2,3434
130922_train2,3430
130923_train2,3439
130924_train2,3417
130925_train2,3422
130926_train2,3432
130927_train2,3422
130928_train2,3418
130929_train2,3420
130930_train2,3422
130931_train2,3419
130932_train2,3436
130933_train2,3422
130934_train2,3409
130935_train2,3429
130936_train2,3424
130937_train2,3403
130938_train2,3430
130939_train2,3399
130940_train2,3421
130941_train2,3425
130942_train2,3417
130943_train2,3434
130944_train2,3425
130945_train2,3429
130946_train2,3415
130947_train2,3423
130948_train2,3435
130949_train2,3416
130950_train2,3430
130951_train2,3432
130952_train2,3416
130953_train2,3419
130954_train2,3433
130955_train2,3421
130956_train2,3418
130957_train2,3435
130958_train2,3424
130959_train2,3435
130960_train2,3425
130961_train2,3426
130962_train2,3423
130963_train2,3427
130964_train2,3418
130965_train2,3414
130966_train2,3428
130967_train2,3423
130968_train2,3415
130969_train2,3434
130970_train2,3422
130971_train2,3423
130972_train2,3425
130973_train2,3435
130974_train2,3435
130975_train2,3414
130976_train2,3428
130977_train2,3436
130978_train2,3437
130979_train2,3419
130980_train2,3434
130981_train2,3421
130982_train2,3414
130983_train2,3414
130984_train2,3411
130985_train2,3434
130986_train2,3424
130987_train2,3432
130988_train2,3421
130989_train2,3425
130990_train2,3412
130991_train2,3437
130992_train2,3419
130993_train2,3423
130994_train2,3411
130995_train2,3412
130996_train2,3433
130997_train2,3421
130998_train2,3429
130999_train2,3413
131000_train2,3426
131001_train2,3411
131002_train2,3420
131003_train2,3416
131004_train2,3398
131005_train2,3420
131006_train2,3419
131007_train2,3424
131008_train2,3425
131009_train2,3422
131010_train2,3415
131011_train2,3415
131012_train2,3411
131013_train2,3416
131014_train2,3426
131015_train2,3422
131016_train2,3442
131017_train2,3433
131018_train2,3423
131019_train2,3421
131020_train2,3409
131021_train2,3407
131022_train2,3417
131023_train2,3419
131024_train2,3412
131025_train2,3418
131026_train2,3417
131027_train2,3420
131028_train2,3427
131029_train2,3436
131030_train2,3437
131031_train2,3427
131032_train2,3422
131033_train2,3418
131034_train2,3414
131035_train2,3411
131036_train2,3425
131037_train2,3419
131038_train2,3429
131039_train2,3433
131040_train2,3430
131041_train2,3421
131042_train2,3427
131043_train2,3428
131044_train2,3409
131045_train2,3404
131046_train2,3432
131047_train2,3418
131048_train2,3441
131049_train2,3430
131050_train2,3409
131051_train2,3412
131052_train2,3436
131053_train2,3418
131054_train2,3422
131055_train2,3421
131056_train2,3415
131057_train2,3426
131058_train2,3426
131059_train2,3433
131060_train2,3438
131061_train2,3421
131062_train2,3428
131063_train2,3425
131064_train2,3422
131065_train2,3427
131066_train2,3422
131067_train2,3438
131068_train2,3423
131069_train2,3423
131070_train2,3422
131071_train2,3410
131072_train2,3419
131073_train2,3425
131074_train2,3428
131075_train2,3425
131076_train2,3408
131077_train2,3421
131078_train2,3428
131079_train2,3416
131080_train2,3420
131081_train2,3419
131082_train2,3413
131083_train2,3420
131084_train2,3423
131085_train2,3426
131086_train2,3421
131087_train2,3433
131088_train2,3430
131089_train2,3426
131090_train2,3415
131091_train2,3417
131092_train2,3422
131093_train2,3431
131094_train2,3421
131095_train2,3414
131096_train2,3441
131097_train2,3424
131098_train2,3422
131099_train2,3428
131100_train2,3438
131101_train2,3416
131102_train2,3434
131103_train2,3418
131104_train2,3420
131105_train2,3421
131106_train2,3416
131107_train2,3439
131108_train2,3420
131109_train2,3423
131110_train2,3421
131111_train2,3433
131112_train2,3419
131113_train2,3425
131114_train2,3434
131115_train2,3417
131116_train2,3419
131117_train2,3420
131118_train2,3425
131119_train2,3419
131120_train2,3425
131121_train2,3424
131122_train2,3421
131123_train2,3419
131124_train2,3421
131125_train2,3422
131126_train2,3413
131127_train2,3422
131128_train2,3423
131129_train2,3423
131130_train2,3438
131131_train2,3419
131132_train2,3433
131133_train2,3425
131134_train2,3411
131135_train2,3427
131136_train2,3427
131137_train2,3422
131138_train2,3417
131139_train2,3421
131140_train2,3422
131141_train2,3433
131142_train2,3422
131143_train2,3415
131144_train2,3418
131145_train2,3417
131146_train2,3419
131147_train2,3417
131148_train2,3416
131149_train2,3428
131150_train2,3415
131151_train2,3424
131152_train2,3421
131153_train2,3423
131154_train2,3422
131155_train2,3424
131156_train2,3435
131157_train2,3418
131158_train2,3432
131159_train2,3418
131160_train2,3432
131161_train2,3419
131162_train2,3433
131163_train2,3434
131164_train2,3416
131165_train2,3428
131166_train2,3431
131167_train2,3435
131168_train2,3423
131169_train2,3419
131170_train2,3431
131171_train2,3423
131172_train2,3420
131173_train2,3434
131174_train2,3431
131175_train2,3431
131176_train2,3426
131177_train2,3418
131178_train2,3422
131179_train2,3417
131180_train2,3412
131181_train2,3427
131182_train2,3432
131183_train2,3431
131184_train2,3429
131185_train2,3421
131186_train2,3413
131187_train2,3417
131188_train2,3424
131189_train2,3429
131190_train2,3428
131191_train2,3433
131192_train2,3425
131193_train2,3403
131194_train2,3427
131195_train2,3429
131196_train2,3429
131197_train2,3408
131198_train2,3425
131199_train2,3425
131200_train2,3428
131201_train2,3426
131202_train2,3418
131203_train2,3433
131204_train2,3421
131205_train2,3430
131206_train2,3426
131207_train2,3430
131208_train2,3428
131209_train2,3416
131210_train2,3438
131211_train2,3412
131212_train2,3431
131213_train2,3423
131214_train2,3436
131215_train2,3426
131216_train2,3431
131217_train2,3416
131218_train2,3425
131219_train2,3427
131220_train2,3424
131221_train2,3429
131222_train2,3417
131223_train2,3431
131224_train2,3415
131225_train2,3420
131226_train2,3418
131227_train2,3416
131228_train2,3437
131229_train2,3434
131230_train2,3423
131231_train2,3418
131232_train2,3428
131233_train2,3406
131234_train2,3416
131235_train2,3428
131236_train2,3418
131237_train2,3425
131238_train2,3408
131239_train2,3426
131240_train2,3425
131241_train2,3424
131242_train2,3435
131243_train2,3418
131244_train2,3415
131245_train2,3427
131246_train2,3436
131247_train2,3431
131248_train2,3415
131249_train2,3418
131250_train2,3432
131251_train2,3428
131252_train2,3425
131253_train2,3421
131254_train2,3422
131255_train2,3425
131256_train2,3420
131257_train2,3426
131258_train2,3433
131259_train2,3413
131260_train2,3417
131261_train2,3426
131262_train2,3418
131263_train2,3419
131264_train2,3423
131265_train2,3413
131266_train2,3433
131267_train2,3438
131268_train2,3430
131269_train2,3417
131270_train2,3438
131271_train2,3433
131272_train2,3438
131273_train2,3436
131274_train2,3421
131275_train2,3406
131276_train2,3420
131277_train2,3431
131278_train2,3428
131279_train2,3422
131280_train2,3423
131281_train2,3418
131282_train2,3419
131283_train2,3419
131284_train2,3411
131285_train2,3435
131286_train2,3418
131287_train2,3417
131288_train2,3428
131289_train2,3422
131290_train2,3410
131291_train2,3437
131292_train2,3427
131293_train2,3417
131294_train2,3434
131295_train2,3439
131296_train2,3413
131297_train2,3435
131298_train2,3424
131299_train2,3417
131300_train2,3434
131301_train2,3435
131302_train2,3427
131303_train2,3438
131304_train2,3424
131305_train2,3423
131306_train2,3422
131307_train2,3423
131308_train2,3419
131309_train2,3426
131310_train2,3420
131311_train2,3422
131312_train2,3420
131313_train2,3422
131314_train2,3415
131315_train2,3419
131316_train2,3412
131317_train2,3399
131318_train2,3435
131319_train2,3412
131320_train2,3416
131321_train2,3424
131322_train2,3425
131323_train2,3435
131324_train2,3407
131325_train2,3421
131326_train2,3415
131327_train2,3404
131328_train2,3424
131329_train2,3394
131330_train2,3412
131331_train2,3423
131332_train2,3399
131333_train2,3418
131334_train2,3417
131335_train2,3421
131336_train2,3428
131337_train2,3415
131338_train2,3415
131339_train2,3428
131340_train2,3420
131341_train2,3414
131342_train2,3412
131343_train2,3398
131344_train2,3417
131345_train2,3415
131346_train2,3427
131347_train2,3418
131348_train2,3422
131349_train2,3415
131350_train2,3427
131351_train2,3425
131352_train2,3423
131353_train2,3416
131354_train2,3417
131355_train2,3421
131356_train2,3424
131357_train2,3420
131358_train2,3415
131359_train2,3411
131360_train2,3405
131361_train2,3428
131362_train2,3423
131363_train2,3422
131364_train2,3419
131365_train2,3427
131366_train2,3419
131367_train2,3392
131368_train2,3421
131369_train2,3402
131370_train2,3416
131371_train2,3427
131372_train2,3411
131373_train2,3414
131374_train2,3425
131375_train2,3420
131376_train2,3416
131377_train2,3422
131378_train2,3417
131379_train2,3428
131380_train2,3435
131381_train2,3411
131382_train2,3416
131383_train2,3416
131384_train2,3422
131385_train2,3432
131386_train2,3429
131387_train2,3431
131388_train2,3421
131389_train2,3421
131390_train2,3436
131391_train2,3440
131392_train2,3414
131393_train2,3421
131394_train2,3420
131395_train2,3422
131396_train2,3435
131397_train2,3418
131398_train2,3428
131399_train2,3420
131400_train2,3420
131401_train2,3425
131402_train2,3428
131403_train2,3421
131404_train2,3419
131405_train2,3434
131406_train2,3429
131407_train2,3423
131408_train2,3426
131409_train2,3419
131410_train2,3421
131411_train2,3413
131412_train2,3419
131413_train2,3422
131414_train2,3429
131415_train2,3424
131416_train2,3415
131417_train2,3412
131418_train2,3419
131419_train2,3422
131420_train2,3421
131421_train2,3423
131422_train2,3432
131423_train2,3416
131424_train2,3419
131425_train2,3424
131426_train2,3419
131427_train2,3418
131428_train2,3428
131429_train2,3422
131430_train2,3416
131431_train2,3402
131432_train2,3421
131433_train2,3419
131434_train2,3411
131435_train2,3415
131436_train2,3407
131437_train2,3425
131438_train2,3428
131439_train2,3411
131440_train2,3425
131441_train2,3414
131442_train2,3422
131443_train2,3414
131444_train2,3427
131445_train2,3414
131446_train2,3416
131447_train2,3413
131448_train2,3420
131449_train2,3415
131450_train2,3436
131451_train2,3431
131452_train2,3434
131453_train2,3435
131454_train2,3414
131455_train2,3429
131456_train2,3418
131457_train2,3429
131458_train2,3438
131459_train2,3420
131460_train2,3412
131461_train2,3427
131462_train2,3411
131463_train2,3419
131464_train2,3428
131465_train2,3418
131466_train2,3416
131467_train2,3428
131468_train2,3436
131469_train2,3413
131470_train2,3413
131471_train2,3427
131472_train2,3430
131473_train2,3428
131474_train2,3431
131475_train2,3425
131476_train2,3430
131477_train2,3422
131478_train2,3409
131479_train2,3434
131480_train2,3414
131481_train2,3411
131482_train2,3411
131483_train2,3420
131484_train2,3419
131485_train2,3410
131486_train2,3422
131487_train2,3419
131488_train2,3420
131489_train2,3425
131490_train2,3421
131491_train2,3425
131492_train2,3426
131493_train2,3428
131494_train2,3420
131495_train2,3419
131496_train2,3407
131497_train2,3406
131498_train2,3417
131499_train2,3424
131500_train2,3420
131501_train2,3419
131502_train2,3418
131503_train2,3425
131504_train2,3417
131505_train2,3417
131506_train2,3423
131507_train2,3416
131508_train2,3426
131509_train2,3417
131510_train2,3432
131511_train2,3414
131512_train2,3422
131513_train2,3439
131514_train2,3422
131515_train2,3414
131516_train2,3421
131517_train2,3420
131518_train2,3433
131519_train2,3417
131520_train2,3418
131521_train2,3412
131522_train2,3390
131523_train2,3421
131524_train2,3426
131525_train2,3415
131526_train2,3418
131527_train2,3424
131528_train2,3429
131529_train2,3416
131530_train2,3420
131531_train2,3418
131532_train2,3418
131533_train2,3395
131534_train2,3419
131535_train2,3415
131536_train2,3420
131537_train2,3415
131538_train2,3433
131539_train2,3416
131540_train2,3413
131541_train2,3429
131542_train2,3418
131543_train2,3427
131544_train2,3421
131545_train2,3428
131546_train2,3425
131547_train2,3423
131548_train2,3410
131549_train2,3417
131550_train2,3425
131551_train2,3412
131552_train2,3414
