id,LQ80
165_train_0,-278933.90727064456
166_train_0,-534255.6115500391
167_train_0,-2808845.8017723635
168_train_0,-185729.86583427945
169_train_0,-312180.058489718
170_train_0,-368597.8058488276
171_train_0,-1627537.857766958
172_train_0,-284885.89105841634
173_train_0,-1752186.7389158867
174_train_0,-291128.01966083655
175_train_0,-558000.5451580295
176_train_0,-328076.8386974223
177_train_0,-3024893.7917455584
178_train_0,-287733.92838764493
179_train_0,-506741.2591910055
180_train_0,-649970.9971738383
181_train_0,-317474.91084975377
182_train_0,-591692.8594275643
183_train_0,-2190359.415268801
184_train_0,-297741.55802905234
185_train_0,-498173.06812999165
186_train_0,-490111.56275162706
187_train_0,-2095821.8624140173
188_train_0,-2275806.45349033
189_train_0,-185043.4994980297
190_train_0,-703563.5755798705
191_train_0,-527549.594364157
192_train_0,-594082.179205637
193_train_0,-273493.0603592745
194_train_0,-310020.0333219599
195_train_0,-151944.42322397872
196_train_0,-671271.6947787418
197_train_0,-253632.86965996213
198_train_0,-272120.54362900415
199_train_0,-375703.9585728226
200_train_0,-82263.91395192035
201_train_0,-185740.48253556713
202_train_0,-664298.5766798928
203_train_0,-533234.7760101063
204_train_0,-2731437.7383145373
205_train_0,-335586.9466247298
206_train_0,-402038.2338588643
207_train_0,-314337.30928518204
208_train_0,-2772539.9713728577
209_train_0,-75107.9357885787
210_train_0,-330182.52876639646
211_train_0,-1057131.5798622435
212_train_0,-305087.2308181166
213_train_0,-429608.7969101388
214_train_0,-250148.28399654035
215_train_0,-204140.8919875063
216_train_0,-728022.7669457737
217_train_0,-204191.66243521008
218_train_0,-427140.4957683855
219_train_0,-516031.06023815647
220_train_0,-283936.21585844574
221_train_0,-257787.79237418668
222_train_0,-2005748.1608419996
223_train_0,-2140173.183261415
224_train_0,-540378.4836950134
225_train_0,-2145845.2969366927
226_train_0,-489290.16552238725
227_train_0,-1787243.8772598673
228_train_0,-235729.4916815071
229_train_0,-487779.3262202558
230_train_0,-1745377.2868551277
231_train_0,-317939.09788650717
232_train_0,-3124602.0572554804
233_train_0,-333609.24156467244
234_train_0,-332981.7909483658
235_train_0,-1332994.966542121
236_train_0,-323723.64716726355
237_train_0,-221694.63989551505
238_train_0,-491229.96541021345
239_train_0,-444883.16433615703
240_train_0,-877630.7232953915
241_train_0,-726785.2327258997
242_train_0,-497204.0564451697
243_train_0,-287851.8695317777
244_train_0,-2569661.9360435493
245_train_0,-359618.98234811425
246_train_0,-307908.6128049989
247_train_0,-2928035.653337065
248_train_0,-297469.4504757095
249_train_0,-98501.41528492328
250_train_0,-613213.2064217147
251_train_0,-376481.0845084507
252_train_0,-314587.1878956028
253_train_0,-316367.8853591173
254_train_0,-376656.9644650314
255_train_0,-409878.97212311067
256_train_0,-444908.8298351648
257_train_0,-292555.42238857783
258_train_0,-948097.8112748377
259_train_0,-164891.4447059359
260_train_0,-178056.6025406639
261_train_0,-2759883.532475885
262_train_0,-2495745.3706735075
263_train_0,-271021.20284646563
264_train_0,-266085.30858222116
265_train_0,-107218.55606831866
266_train_0,-350947.9463118594
267_train_0,-207851.53899739147
268_train_0,-509155.63464011345
269_train_0,-342050.55416410277
270_train_0,-612075.9976521241
271_train_0,-719454.7710771514
272_train_0,-799105.3141830172
273_train_0,-848010.1500498429
274_train_0,-111869.26639094832
275_train_0,-609951.6997059351
276_train_0,-313273.4001173596
277_train_0,-338431.8038719548
278_train_0,-2657480.2603678945
279_train_0,-372386.9603630481
280_train_0,-447467.1171662542
281_train_0,-205763.32649653917
282_train_0,-216514.99416466337
283_train_0,-930276.3831687625
284_train_0,-272284.58766805334
285_train_0,-342088.14540986484
286_train_0,-281815.11113703507
287_train_0,-361811.55506874435
288_train_0,-325458.3935188614
289_train_0,-1879824.258485673
290_train_0,-378002.46895421436
291_train_0,-892993.5644354075
292_train_0,-273558.90266109956
293_train_0,-263478.5694576595
294_train_0,-1515566.452060867
295_train_0,-371191.5652858084
296_train_0,-99969.978768236
297_train_0,-2270338.990904607
298_train_0,-2963935.1289908886
299_train_0,-2398372.169291321
300_train_0,-307161.180419018
301_train_0,-93441.98510189704
302_train_0,-394024.02225607354
303_train_0,-293864.1039061621
304_train_0,-559020.2351806667
305_train_0,-592640.0249210508
306_train_0,-1017901.5449325377
307_train_0,-2600177.0089012943
308_train_0,-3542920.301971793
309_train_0,-1875561.7179140653
310_train_0,-1071883.155460284
311_train_0,-304330.75021225214
312_train_0,-458291.0725846584
313_train_0,-163510.18307857495
314_train_0,-286850.93358314363
315_train_0,-329965.4006884387
316_train_0,-288575.38565414655
317_train_0,-315738.6238215766
318_train_0,-1455704.1210967135
319_train_0,-280472.46152241714
320_train_0,-456717.2810401027
321_train_0,-309141.98432480916
322_train_0,-300700.96598032396
323_train_0,-277280.5035954723
324_train_0,-891697.5971980458
325_train_0,-2197107.1703125685
326_train_0,-401204.65953479987
327_train_0,-178820.25297770137
328_train_0,-292031.0615394288
329_train_0,-302114.4554419257
330_train_0,-322344.07584273303
331_train_0,-937118.196898954
332_train_0,-711450.0521595795
333_train_0,-347102.39436663315
334_train_0,-2776024.6294597276
335_train_0,-1083639.5915542897
336_train_0,-34273.26738492632
337_train_0,-310129.36065513454
338_train_0,-312781.37342491373
339_train_0,-312424.60971356835
340_train_0,-248458.57138937013
341_train_0,-273002.04930543946
342_train_0,-767304.0260120165
343_train_0,-341336.1568619944
344_train_0,-450676.2554336516
345_train_0,-554654.8017610959
346_train_0,-361087.57290000934
347_train_0,-302181.0521005804
348_train_0,-616176.6712233424
349_train_0,-282629.27615161217
350_train_0,-414137.5965747824
351_train_0,-138278.17216970283
352_train_0,-268331.20558624715
353_train_0,-2184065.1898362823
354_train_0,-2761896.418210037
355_train_0,-356016.776400459
356_train_0,-1841250.275757268
357_train_0,-342429.5553169702
358_train_0,-705035.4944437109
359_train_0,-221142.0610138185
360_train_0,-1752488.4726000726
361_train_0,-351206.60226728907
362_train_0,-261370.40602904372
363_train_0,-3256775.390894614
364_train_0,-685733.1235388806
365_train_0,-578949.1663379138
366_train_0,-309035.35064840363
367_train_0,-343106.57665078435
368_train_0,-302995.9160982119
369_train_0,-259615.16725965915
370_train_0,-281156.5590389031
371_train_0,-729435.6571421605
372_train_0,-476642.00352130923
373_train_0,-3117293.6891594045
374_train_0,-734589.7295447998
375_train_0,-693829.2075564638
376_train_0,-352890.9857768952
377_train_0,-409403.39629739244
378_train_0,-621191.8952138023
379_train_0,-267174.81163847866
380_train_0,-572583.6401011152
381_train_0,-2710551.0230434816
382_train_0,-321871.9191700609
383_train_0,-550661.8634772915
384_train_0,-376526.25881764945
385_train_0,-2443326.9353588372
386_train_0,-258556.29366781027
387_train_0,-513092.3539578952
388_train_0,-308043.4370065951
389_train_0,-1536160.5686706956
390_train_0,-167778.77870269795
391_train_0,-92162.30333348364
392_train_0,-225676.24932815786
393_train_0,-440834.6352557116
394_train_0,-352855.20176219475
395_train_0,-338879.91511653643
396_train_0,-235201.29016428487
397_train_0,-808147.5169346202
398_train_0,-310124.414103501
399_train_0,-383599.5968420869
400_train_0,-302791.0853218385
401_train_0,-243125.5341217541
402_train_0,-381547.71058508474
403_train_0,-657895.7498653964
404_train_0,-519758.67397305183
405_train_0,-323049.5079843751
406_train_0,-97963.54885705281
407_train_0,-885058.2718918696
408_train_0,-570574.7670975737
409_train_0,-76057.44560484483
410_train_0,-2421036.387260044
411_train_0,-498261.88953575026
412_train_0,-2666948.6079382077
413_train_0,-514762.449175518
414_train_0,-485819.5528209745
415_train_0,-304932.0908979471
416_train_0,-302102.9330854444
417_train_0,-1009781.968845048
418_train_0,-609106.4920107042
419_train_0,-265898.88829965144
420_train_0,-303888.69420307013
421_train_0,-2920989.1449575145
422_train_0,-719863.6417195331
423_train_0,-946745.4409855902
424_train_0,-899596.9576673228
425_train_0,-728463.1418656781
426_train_0,-2680484.481408011
427_train_0,-644729.2519298345
428_train_0,-158642.9771495018
429_train_0,-714867.8786750296
430_train_0,-314686.66096544685
431_train_0,-2292233.6184660066
432_train_0,-270470.07348340517
433_train_0,-271062.2617349974
434_train_0,-566349.7742729243
435_train_0,-265344.07427417906
436_train_0,-1065014.311586164
437_train_0,-377532.9205508926
438_train_0,-814852.324701584
439_train_0,-239128.9048533938
440_train_0,-440978.4127659821
441_train_0,-206507.1853379286
442_train_0,-741849.2614970794
443_train_0,-307274.2466408019
444_train_0,-286537.5211033297
445_train_0,-114018.07622983772
446_train_0,-85187.39364035032
447_train_0,-294352.0869146907
448_train_0,-692131.9328536745
449_train_0,-277445.07161840517
450_train_0,-1742114.0353631135
451_train_0,-316786.679308434
452_train_0,-324199.01727023255
453_train_0,-1075502.5966218878
454_train_0,-383597.2616566997
455_train_0,-1022782.4263096228
456_train_0,-304799.11297049746
457_train_0,-3099960.7862340175
458_train_0,-309122.79631494754
459_train_0,-567918.6697692885
460_train_0,-324593.28241559304
461_train_0,-277679.42911876505
462_train_0,-323979.34926620335
463_train_0,-1326969.0827133618
464_train_0,-278089.3801144706
465_train_0,-1027325.0270543713
466_train_0,-314060.6447180123
467_train_0,-664649.3600960406
468_train_0,-400260.91004428454
469_train_0,-298630.7426897986
470_train_0,-109778.32728396612
471_train_0,-66527.30094313971
472_train_0,-318284.12655004207
473_train_0,-3186069.541367717
474_train_0,-634096.9301646929
475_train_0,-294601.8374726502
476_train_0,-480918.4700877061
477_train_0,-544986.5491659343
478_train_0,-317528.8238781807
479_train_0,-274000.4995115504
480_train_0,-786119.3874869039
481_train_0,-2806104.365169758
482_train_0,-691747.5854621213
483_train_0,-927652.8736518668
484_train_0,-466975.8794930391
485_train_0,-870537.4989249874
486_train_0,-2315243.0425987896
487_train_0,-103559.92413186631
488_train_0,-3126357.982376486
489_train_0,-511068.95456124283
490_train_0,-2449681.23387797
491_train_0,-270107.6907489707
492_train_0,-199628.0107470539
493_train_0,-3106774.274801813
494_train_0,-2610680.1058420315
495_train_0,-730826.9253557259
496_train_0,-93473.59381653764
497_train_0,-382674.5629335549
498_train_0,-201528.44585476723
499_train_0,-1911210.1152717657
500_train_0,-2923190.825673066
501_train_0,-301868.0055045842
502_train_0,-3125467.4296052977
503_train_0,-85791.80248870817
504_train_0,-517957.30499698827
505_train_0,-1118895.5930588339
506_train_0,-415079.36203990737
507_train_0,-318642.42920247465
508_train_0,-209909.54013281944
509_train_0,-314794.313972112
510_train_0,-584268.9516115249
511_train_0,-682193.2854900919
512_train_0,-503458.4397578365
513_train_0,-294559.26245234767
514_train_0,-423918.7012617793
515_train_0,-299661.976202843
516_train_0,-275395.27639035834
517_train_0,-144820.19615185412
518_train_0,-409199.37812833674
519_train_0,-2381312.8208701424
520_train_0,-295909.01641792315
521_train_0,-404160.556607543
522_train_0,-317547.6799861898
523_train_0,-305136.285022601
524_train_0,-1698492.6870429516
525_train_0,-1145956.7454674253
526_train_0,-596154.1314008925
527_train_0,-709123.2415937344
528_train_0,-310680.4089600728
529_train_0,-211988.76835265942
530_train_0,-314595.17838240415
531_train_0,-803867.1422637282
532_train_0,-369475.6508532176
533_train_0,-137092.96746317088
534_train_0,-638384.5091014123
535_train_0,-346650.38507782016
536_train_0,-274354.9215982342
537_train_0,-655611.3777833562
538_train_0,-2184339.2887346353
539_train_0,-286138.1384580624
540_train_0,-402381.7859316701
541_train_0,-1050779.2164399968
542_train_0,-463615.04874209175
543_train_0,-2014111.8622292764
544_train_0,-2534187.0528848637
545_train_0,-310405.2463855841
546_train_0,-352559.9208437139
547_train_0,-934258.7461129287
548_train_0,-546280.8938792078
549_train_0,-389330.58406625595
550_train_0,-1954279.3524778336
551_train_0,-525805.585274505
552_train_0,-357789.76927522384
553_train_0,-381869.63727009995
554_train_0,-274710.81744403415
555_train_0,-301770.9271034114
556_train_0,-66930.15741981508
557_train_0,-337502.62855379377
558_train_0,-633660.2087394698
559_train_0,-626987.1154856868
560_train_0,-488044.8013012316
561_train_0,-305261.98546281573
562_train_0,-441953.64692508057
563_train_0,-540646.0570230526
564_train_0,-2120566.7741873786
565_train_0,-2751615.8799299784
566_train_0,-657074.8807145525
567_train_0,-319365.54915666836
568_train_0,-142403.86132019013
569_train_0,-348257.052224461
570_train_0,-289031.10858778935
571_train_0,-911875.0544070117
572_train_0,-304412.59401058336
573_train_0,-247763.93565901695
574_train_0,-798771.2656446621
575_train_0,-675986.8403413207
576_train_0,-903033.7475476284
577_train_0,-305880.37649630895
578_train_0,-321680.83755658474
579_train_0,-295594.78792270645
580_train_0,-2743556.606731154
581_train_0,-292301.1142977304
582_train_0,-314523.83585422905
583_train_0,-522996.4297196679
584_train_0,-669583.8687408743
585_train_0,-599025.252122039
586_train_0,-738506.5689791385
587_train_0,-3129029.54293748
588_train_0,-876352.9933004174
589_train_0,-351254.8332758611
590_train_0,-411358.15896006674
591_train_0,-2802724.486789547
592_train_0,-888584.9640863724
593_train_0,-566537.1892619021
594_train_0,-154385.18147810246
595_train_0,-767624.1724541308
596_train_0,-305004.63084061164
597_train_0,-2466291.899230525
598_train_0,-659545.3030791003
599_train_0,-2727936.0310214795
600_train_0,-373899.4531699335
601_train_0,-333379.02495001047
602_train_0,-319455.5027745534
603_train_0,-639455.023681676
604_train_0,-751786.0036664978
605_train_0,-1033387.7320594154
606_train_0,-375234.693132299
607_train_0,-735045.3409528881
608_train_0,-296649.09957615705
609_train_0,-487379.17450874206
610_train_0,-1646402.1019981354
611_train_0,-1651203.2339011468
612_train_0,-338867.66834138776
613_train_0,-98151.84995559033
614_train_0,-422397.7942758049
615_train_0,-224514.49199009803
616_train_0,-1042152.6589069255
617_train_0,-713098.8476256682
618_train_0,-451979.72259765957
619_train_0,-282492.36344677256
620_train_0,-373606.37643374456
621_train_0,-472702.20656401664
622_train_0,-281169.5727230953
623_train_0,-441393.25237111
624_train_0,-1734746.9189983737
625_train_0,-625755.0659408253
626_train_0,-317289.4752321001
627_train_0,-306841.61940310895
628_train_0,-261713.22706001857
629_train_0,-351873.6779397321
630_train_0,-336716.3612211589
631_train_0,-323632.02656076406
632_train_0,-257552.89551341254
633_train_0,-169135.27919328702
634_train_0,-286386.2333023241
635_train_0,-451137.9583371822
636_train_0,-3055717.4440808
637_train_0,-696016.0295397602
638_train_0,-313730.0409765234
639_train_0,-583556.2948684264
640_train_0,-558632.683129943
641_train_0,-387896.97352184355
642_train_0,-3120276.067917809
643_train_0,-1866451.7004261538
644_train_0,-1398777.5818978008
645_train_0,-182072.5297795944
646_train_0,-2464200.290794354
647_train_0,-1041625.59077211
648_train_0,-123228.85188457905
649_train_0,-137161.9003985303
650_train_0,-1179941.014029028
651_train_0,-98450.98157924856
652_train_0,-152076.7835348572
653_train_0,-889662.2747006193
654_train_0,-811697.1525065862
655_train_0,-213543.07469991362
656_train_0,-317470.552587118
657_train_0,-282751.2005365286
658_train_0,-563525.3625985789
659_train_0,-294493.47998189833
660_train_0,-504199.0597493681
661_train_0,-310918.9181440426
662_train_0,-671065.3463963512
663_train_0,-280450.14212579327
664_train_0,-3161300.8343959525
665_train_0,-813037.7808670839
666_train_0,-1011013.2793713529
667_train_0,-287483.8160429371
668_train_0,-273523.6602639293
669_train_0,-644857.3141814386
670_train_0,-97598.52852250426
671_train_0,-667229.2446013298
672_train_0,-1071036.6277700625
673_train_0,-1726953.9771746527
674_train_0,-334761.6526817642
675_train_0,-271928.5872134897
676_train_0,-166729.415760478
677_train_0,-3071072.894583896
678_train_0,-791223.0313190594
679_train_0,-2809379.681388531
680_train_0,-275557.84952101717
681_train_0,-316554.3561769393
682_train_0,-2660307.258787103
683_train_0,-58405.03990751994
684_train_0,-369423.88795315893
685_train_0,-462086.4075753251
686_train_0,-401827.69032965414
687_train_0,-533558.0835588695
688_train_0,-150584.0591595592
689_train_0,-646478.6161687803
690_train_0,-315464.67205639626
691_train_0,-285736.16842478886
692_train_0,-302604.8306429819
693_train_0,-1486199.3144544642
694_train_0,-317387.31734851375
695_train_0,-2588329.953042783
696_train_0,-390422.613192196
697_train_0,-213627.7780544653
698_train_0,-320664.44240824226
699_train_0,-374576.56605244474
700_train_0,-745704.2200266123
701_train_0,-1074207.411179427
702_train_0,-409342.7242061738
703_train_0,-301074.5008066911
704_train_0,-515583.5925502181
705_train_0,-378180.8051201245
706_train_0,-625663.7431944865
707_train_0,-293164.37861082563
708_train_0,-787682.1462003943
709_train_0,-133167.31038875366
710_train_0,-812543.7499577962
711_train_0,-78323.01165546244
712_train_0,-415299.45877050003
713_train_0,-730016.0102800857
714_train_0,-343945.0629244521
715_train_0,-380704.69143174635
716_train_0,-530367.691097239
717_train_0,-367235.3508746517
718_train_0,-634668.0276013585
719_train_0,-138674.0210120118
720_train_0,-338049.551901415
721_train_0,-315784.6070381738
722_train_0,-115151.29735859996
723_train_0,-98977.60769663041
724_train_0,-1310506.3436754942
725_train_0,-298257.15568792727
726_train_0,-391027.8623316181
727_train_0,-1314387.8476192113
728_train_0,-412196.78170173615
729_train_0,-394038.30064224545
730_train_0,-665607.7512610434
731_train_0,-594640.7268826524
732_train_0,-2472297.2800795957
733_train_0,-97373.98767100798
734_train_0,-1964726.8351570144
735_train_0,-369617.80328447185
736_train_0,-1248649.936804588
737_train_0,-312137.6904538111
738_train_0,-728466.1694316119
739_train_0,-715262.436535948
740_train_0,-43126.51726665802
741_train_0,-685977.8796695955
742_train_0,-461809.3962511299
743_train_0,-277094.41299879504
744_train_0,-2758068.5391877145
745_train_0,-879430.0877834931
746_train_0,-285149.1256934586
747_train_0,-1234322.9280072935
748_train_0,-2783735.57809644
749_train_0,-185897.93476374308
750_train_0,-278876.490051877
751_train_0,-498223.174047627
752_train_0,-346277.51375326654
753_train_0,-583586.7624334702
754_train_0,-2252688.9967838377
755_train_0,-734951.5966412798
756_train_0,-297207.0871984947
757_train_0,-2351296.3355660774
758_train_0,-295436.87972964114
759_train_0,-301185.8078277288
760_train_0,-428937.7551706261
761_train_0,-306018.52566088736
762_train_0,-273976.42083319416
763_train_0,-875480.3193250084
764_train_0,-272825.75376434345
765_train_0,-268566.2874455338
766_train_0,-728205.9211264811
767_train_0,-1949124.3736718968
768_train_0,-2754150.287437916
769_train_0,-319158.8643493634
770_train_0,-260455.4183931304
771_train_0,-283921.46980119473
772_train_0,-37767.55941425543
773_train_0,-764403.8348688912
774_train_0,-1499231.998265097
775_train_0,-515087.85002856795
776_train_0,-925571.8510324247
777_train_0,-481118.44862393243
778_train_0,-360162.6499791774
779_train_0,-308086.55340948794
780_train_0,-166407.67241827818
781_train_0,-350675.415277455
782_train_0,-535806.5975813288
783_train_0,-2423509.6901745293
784_train_0,-912898.1112338509
785_train_0,-1714274.835301986
786_train_0,-344268.4479634827
787_train_0,-281549.1629626618
788_train_0,-770838.2637288161
789_train_0,-940743.9440524038
790_train_0,-83542.35527447297
791_train_0,-3176217.729285985
792_train_0,-1012848.614799099
793_train_0,-267074.09661133215
794_train_0,-456276.30477116443
795_train_0,-2215000.0980564132
796_train_0,-419136.851042795
797_train_0,-82929.3818140087
798_train_0,-255331.21095895953
799_train_0,-254011.99912876915
800_train_0,-308467.3197915219
801_train_0,-2935583.6311477795
802_train_0,-459236.54733004933
803_train_0,-2989752.6749413162
804_train_0,-2853532.520262437
805_train_0,-301848.6662566529
806_train_0,-311332.50718205655
807_train_0,-989857.6775469184
808_train_0,-2719336.1982080806
809_train_0,-522053.9464892121
810_train_0,-29156.685320901393
811_train_0,-167318.88157810643
812_train_0,-288867.12078548805
813_train_0,-675981.2699822625
814_train_0,-97327.96231883834
815_train_0,-3260254.6122162305
816_train_0,-308951.8182678858
817_train_0,-98658.7164706632
818_train_0,-297255.59878619993
819_train_0,-276650.31390800327
820_train_0,-1593548.9481041115
821_train_0,-590564.9757161876
822_train_0,-2315424.756703377
823_train_0,-806591.6282151565
824_train_0,-268552.28601716086
825_train_0,-265765.4139702609
826_train_0,-367227.97666399274
827_train_0,-1188054.6214524563
828_train_0,-385865.3669091547
829_train_0,-1109665.860436377
830_train_0,-447485.4371375032
831_train_0,-873473.515979683
832_train_0,-316485.63019490615
833_train_0,-310588.3409628654
834_train_0,-1879508.6297157481
835_train_0,-734914.1964979563
836_train_0,-447452.1015922115
837_train_0,-1402156.9247664642
838_train_0,-1117963.659937704
839_train_0,-487297.1485170219
840_train_0,-537444.1028996469
841_train_0,-1934228.1487652734
842_train_0,-1338911.7678713845
843_train_0,-299956.14004946966
844_train_0,-96911.8894047793
845_train_0,-683940.7514244877
846_train_0,-202545.9013276887
847_train_0,-500175.0986206308
848_train_0,-477562.150911015
849_train_0,-308360.3955077883
850_train_0,-377891.247607423
851_train_0,-303399.0965411803
852_train_0,-400959.5261430247
853_train_0,-3060096.3955645375
854_train_0,-298537.75650658645
855_train_0,-2303061.83722231
856_train_0,-280594.2860954851
857_train_0,-2529437.4191707373
858_train_0,-382325.17734695785
859_train_0,-406129.8882168839
860_train_0,-313710.46756565804
861_train_0,-2687075.7343512066
862_train_0,-473472.65794747137
863_train_0,-438986.96196665196
864_train_0,-625832.350684911
865_train_0,-161357.59484860348
866_train_0,-602022.2221580716
867_train_0,-3047791.1339522935
868_train_0,-282760.70825553266
869_train_0,-533909.5198315922
870_train_0,-346910.48866917193
871_train_0,-3000577.3353605047
872_train_0,-60993.247884071665
873_train_0,-103751.23729183502
874_train_0,-374153.96554917004
875_train_0,-216849.46674329368
876_train_0,-286617.1936804736
877_train_0,-1008529.8652404584
878_train_0,-113315.23394298577
879_train_0,-85245.85127657762
880_train_0,-239712.36543393438
881_train_0,-305739.1153927427
882_train_0,-47213.34523473127
883_train_0,-384411.84476350807
884_train_0,-599727.3750955705
885_train_0,-2578633.608765196
886_train_0,-656854.6590671199
887_train_0,-207898.11112949508
888_train_0,-366885.96606236184
889_train_0,-317675.44887435087
890_train_0,-377035.450625048
891_train_0,-92040.95689421298
892_train_0,-1115321.5993935736
893_train_0,-371000.97860520054
894_train_0,-179273.7994881617
895_train_0,-317835.83900605794
896_train_0,-433153.18397607096
897_train_0,-710326.4148049653
898_train_0,-2266375.330086317
899_train_0,-723500.8520151675
900_train_0,-145557.05092114233
901_train_0,-831933.1774137169
902_train_0,-514062.8756306744
903_train_0,-2902168.9980919883
904_train_0,-160151.80823322025
905_train_0,-294450.3167924022
906_train_0,-354656.4304817319
907_train_0,-2147578.5382544454
908_train_0,-1277485.872669002
909_train_0,-771683.3727360992
910_train_0,-398595.97843054216
911_train_0,-2945981.862102993
912_train_0,-362658.69796452764
913_train_0,-414803.13260499947
914_train_0,-320191.225554185
915_train_0,-2058437.0184766613
916_train_0,-241565.13123172754
917_train_0,-197680.88684508717
918_train_0,-3062147.711533364
919_train_0,-693970.4745132066
920_train_0,-1052700.498405993
921_train_0,-292181.33001400274
922_train_0,-288607.3175484645
923_train_0,-714209.7510924749
924_train_0,-300757.091815982
925_train_0,-877364.8310267888
926_train_0,-312372.69216304924
927_train_0,-446351.6271359008
