id,ND80
130508_train2,0.0
130509_train2,0.0
130510_train2,0.0
130511_train2,0.0
130512_train2,0.0
130513_train2,0.0
130514_train2,0.0
130515_train2,0.0
130516_train2,0.0
130517_train2,0.0
130518_train2,0.0
130519_train2,0.0
130520_train2,0.0
130521_train2,0.0
130522_train2,0.0
130523_train2,0.0
130524_train2,0.0
130525_train2,0.0
130526_train2,0.0
130527_train2,0.0
130528_train2,0.0
130529_train2,0.0
130530_train2,0.0
130531_train2,0.0
130532_train2,0.0
130533_train2,0.0
130534_train2,0.0
130535_train2,0.0
130536_train2,0.0
130537_train2,0.0
130538_train2,0.0
130539_train2,0.0
130540_train2,0.0
130541_train2,0.0
130542_train2,0.0
130543_train2,0.0
130544_train2,0.0
130545_train2,0.0
130546_train2,0.0
130547_train2,0.0
130548_train2,0.0
130549_train2,0.0
130550_train2,0.0
130551_train2,0.0
130552_train2,0.0
130553_train2,0.0
130554_train2,0.0
130555_train2,0.0
130556_train2,0.0
130557_train2,0.0
130558_train2,0.0
130559_train2,0.0
130560_train2,0.0
130561_train2,0.0
130562_train2,0.0
130563_train2,0.0
130564_train2,0.0
130565_train2,0.0
130566_train2,0.0
130567_train2,0.0
130568_train2,0.0
130569_train2,0.0
130570_train2,0.0
130571_train2,0.0
130572_train2,0.0
130573_train2,0.0
130574_train2,0.0
130575_train2,0.0
130576_train2,0.0
130577_train2,0.0
130578_train2,0.0
130579_train2,0.0
130580_train2,0.0
130581_train2,0.0
130582_train2,0.0
130583_train2,0.0
130584_train2,0.07411341442521881
130585_train2,0.0
130586_train2,0.0
130587_train2,0.0
130588_train2,0.0
130589_train2,0.0
130590_train2,0.0
130591_train2,0.0
130592_train2,0.0
130593_train2,0.0
130594_train2,0.0
130595_train2,0.0
130596_train2,0.0
130597_train2,0.0
130598_train2,0.0
130599_train2,0.0
130600_train2,0.0
130601_train2,0.0
130602_train2,0.0
130603_train2,0.0
130604_train2,0.0
130605_train2,0.0
130606_train2,0.0
130607_train2,0.0
130608_train2,0.0
130609_train2,0.0
130610_train2,0.0
130611_train2,0.0
130612_train2,0.0
130613_train2,0.0
130614_train2,0.0
130615_train2,0.30511591762725027
130616_train2,0.0
130617_train2,0.0
130618_train2,0.0
130619_train2,0.0
130620_train2,0.0
130621_train2,0.0
130622_train2,0.0
130623_train2,0.0
130624_train2,0.0
130625_train2,0.0
130626_train2,0.0
130627_train2,0.0
130628_train2,0.0
130629_train2,0.0
130630_train2,0.0
130631_train2,0.0
130632_train2,0.0
130633_train2,0.0
130634_train2,0.0
130635_train2,0.0
130636_train2,0.0
130637_train2,0.0
130638_train2,0.0
130639_train2,0.0
130640_train2,0.0
130641_train2,0.0
130642_train2,0.0
130643_train2,0.0
130644_train2,0.0
130645_train2,0.0
130646_train2,0.0
130647_train2,0.0
130648_train2,0.0
130649_train2,0.0
130650_train2,0.0
130651_train2,0.0
130652_train2,0.0
130653_train2,0.0
130654_train2,0.0
130655_train2,0.0
130656_train2,0.0
130657_train2,0.0
130658_train2,0.0
130659_train2,0.0
130660_train2,0.0
130661_train2,0.0
130662_train2,0.0
130663_train2,0.0
130664_train2,0.0
130665_train2,0.0
130666_train2,0.0
130667_train2,0.0
130668_train2,0.0
130669_train2,0.0
130670_train2,0.0
130671_train2,0.0
130672_train2,0.0
130673_train2,0.0
130674_train2,0.0
130675_train2,0.0
130676_train2,0.0
130677_train2,0.0
130678_train2,0.0
130679_train2,0.0
130680_train2,0.0
130681_train2,0.0
130682_train2,0.0
130683_train2,0.0
130684_train2,0.0
130685_train2,0.0
130686_train2,0.0
130687_train2,0.0
130688_train2,0.0
130689_train2,0.0
130690_train2,0.0
130691_train2,0.0
130692_train2,0.0
130693_train2,0.0
130694_train2,0.0
130695_train2,0.0
130696_train2,0.0
130697_train2,0.0
130698_train2,0.0
130699_train2,0.0
130700_train2,0.0
130701_train2,0.0
130702_train2,0.0
130703_train2,0.0
130704_train2,0.0
130705_train2,0.0
130706_train2,0.0
130707_train2,0.0
130708_train2,0.0
130709_train2,0.0
130710_train2,0.0
130711_train2,0.0
130712_train2,0.0
130713_train2,0.0
130714_train2,0.0
130715_train2,0.0
130716_train2,0.0
130717_train2,0.0
130718_train2,0.0
130719_train2,0.0
130720_train2,0.0
130721_train2,0.10387587839121078
130722_train2,0.0
130723_train2,0.0
130724_train2,0.0
130725_train2,0.0
130726_train2,0.0
130727_train2,0.0
130728_train2,0.0
130729_train2,0.0
130730_train2,0.0
130731_train2,0.0
130732_train2,0.0
130733_train2,0.0
130734_train2,0.0
130735_train2,0.0
130736_train2,0.0
130737_train2,0.0
130738_train2,0.0
130739_train2,0.0
130740_train2,0.0
130741_train2,0.0
130742_train2,0.0
130743_train2,0.0
130744_train2,0.0
130745_train2,0.0
130746_train2,0.0
130747_train2,0.0
130748_train2,0.0
130749_train2,0.0
130750_train2,0.0
130751_train2,0.0
130752_train2,0.06621596770379974
130753_train2,0.0
130754_train2,0.0
130755_train2,0.0
130756_train2,0.0
130757_train2,0.0
130758_train2,0.0
130759_train2,0.0
130760_train2,0.2786182499219646
130761_train2,0.0
130762_train2,0.0
130763_train2,0.0
130764_train2,0.0
130765_train2,0.0
130766_train2,0.0
130767_train2,0.0
130768_train2,0.0
130769_train2,0.0
130770_train2,0.0
130771_train2,0.0
130772_train2,0.0
130773_train2,0.0
130774_train2,0.0
130775_train2,0.0
130776_train2,0.0
130777_train2,0.0
130778_train2,0.0
130779_train2,0.0
130780_train2,0.0
130781_train2,0.0
130782_train2,0.0
130783_train2,0.0
130784_train2,0.0
130785_train2,0.0
130786_train2,0.0
130787_train2,0.0
130788_train2,0.0
130789_train2,0.0
130790_train2,0.0
130791_train2,0.0
130792_train2,0.0
130793_train2,0.0
130794_train2,0.0
130795_train2,0.0
130796_train2,0.0
130797_train2,0.0
130798_train2,0.0
130799_train2,0.0
130800_train2,0.0
130801_train2,0.0
130802_train2,0.0
130803_train2,0.0
130804_train2,0.0
130805_train2,0.0
130806_train2,0.0
130807_train2,0.0
130808_train2,0.0
130809_train2,0.0
130810_train2,0.0
130811_train2,0.0
130812_train2,0.0
130813_train2,0.0
130814_train2,0.0
130815_train2,0.0
130816_train2,0.0
130817_train2,0.0
130818_train2,0.0
130819_train2,0.0
130820_train2,0.10135610246107488
130821_train2,0.0
130822_train2,0.0
130823_train2,0.0
130824_train2,0.0
130825_train2,0.0
130826_train2,0.0
130827_train2,0.0
130828_train2,0.0
130829_train2,0.0
130830_train2,0.0
130831_train2,0.0
130832_train2,0.0
130833_train2,0.0
130834_train2,0.0
130835_train2,0.0
130836_train2,0.0
130837_train2,0.0
130838_train2,0.0
130839_train2,0.0
130840_train2,0.0
130841_train2,0.0
130842_train2,0.8544074230282588
130843_train2,0.0
130844_train2,0.0
130845_train2,0.0
130846_train2,0.3320092214931728
130847_train2,0.0
130848_train2,0.0
130849_train2,0.0
130850_train2,0.0
130851_train2,0.0
130852_train2,0.0
130853_train2,0.0
130854_train2,0.0
130855_train2,0.0
130856_train2,0.0
130857_train2,0.0
130858_train2,0.0
130859_train2,0.0
130860_train2,0.0
130861_train2,0.0
130862_train2,0.0
130863_train2,0.0
130864_train2,0.0
130865_train2,0.0
130866_train2,0.0
130867_train2,0.0
130868_train2,0.0
130869_train2,0.0
130870_train2,0.0
130871_train2,0.0
130872_train2,0.0
130873_train2,0.0
130874_train2,0.0
130875_train2,0.0
130876_train2,0.0
130877_train2,0.0
130878_train2,0.0
130879_train2,0.0
130880_train2,0.0
130881_train2,0.0
130882_train2,0.0
130883_train2,0.0
130884_train2,0.0
130885_train2,0.0
130886_train2,0.0
130887_train2,0.0
130888_train2,0.0
130889_train2,0.0
130890_train2,0.0
130891_train2,0.0
130892_train2,0.0
130893_train2,0.0
130894_train2,0.0
130895_train2,0.0
130896_train2,0.0
130897_train2,0.0
130898_train2,0.0
130899_train2,0.0
130900_train2,0.0
130901_train2,0.0
130902_train2,0.0
130903_train2,0.0
130904_train2,0.0
130905_train2,0.0
130906_train2,0.0
130907_train2,0.018830981860063403
130908_train2,0.0
130909_train2,0.0
130910_train2,0.0
130911_train2,0.0
130912_train2,0.0
130913_train2,0.0
130914_train2,0.0
130915_train2,0.4622699301857114
130916_train2,0.0
130917_train2,0.0
130918_train2,0.0
130919_train2,0.0
130920_train2,0.0
130921_train2,0.0
130922_train2,0.0
130923_train2,0.0
130924_train2,0.0
130925_train2,0.0
130926_train2,0.0
130927_train2,0.0
130928_train2,0.0
130929_train2,0.0
130930_train2,0.0
130931_train2,0.0
130932_train2,0.0
130933_train2,0.0
130934_train2,0.0
130935_train2,0.0
130936_train2,0.0
130937_train2,0.0
130938_train2,0.0
130939_train2,0.0
130940_train2,0.0
130941_train2,0.0
130942_train2,0.0
130943_train2,0.0
130944_train2,0.0
130945_train2,0.0
130946_train2,0.0
130947_train2,0.0
130948_train2,0.0
130949_train2,0.0
130950_train2,0.0
130951_train2,0.0
130952_train2,0.0
130953_train2,0.0
130954_train2,0.0
130955_train2,0.0
130956_train2,0.0
130957_train2,0.0
130958_train2,0.0
130959_train2,0.0
130960_train2,0.0
130961_train2,0.0
130962_train2,0.0
130963_train2,0.0
130964_train2,0.0
130965_train2,0.0
130966_train2,0.0
130967_train2,0.0
130968_train2,0.0
130969_train2,0.0
130970_train2,0.0
130971_train2,0.0
130972_train2,0.0
130973_train2,0.0
130974_train2,0.0
130975_train2,0.0
130976_train2,0.0
130977_train2,0.0
130978_train2,0.0
130979_train2,0.0
130980_train2,0.0
130981_train2,0.0
130982_train2,0.0
130983_train2,0.0
130984_train2,0.0
130985_train2,0.0
130986_train2,0.0
130987_train2,0.0
130988_train2,0.0
130989_train2,0.0
130990_train2,0.0
130991_train2,0.0
130992_train2,0.0
130993_train2,0.0
130994_train2,0.0
130995_train2,0.0
130996_train2,0.0
130997_train2,0.0
130998_train2,0.0
130999_train2,0.0
131000_train2,0.0
131001_train2,0.0
131002_train2,0.0
131003_train2,0.0
131004_train2,0.0
131005_train2,0.0
131006_train2,0.0
131007_train2,0.0
131008_train2,0.0
131009_train2,0.0
131010_train2,0.0
131011_train2,0.0
131012_train2,0.0
131013_train2,0.0
131014_train2,0.0
131015_train2,0.0
131016_train2,0.0
131017_train2,0.0
131018_train2,0.0
131019_train2,0.0
131020_train2,0.0
131021_train2,0.0
131022_train2,0.0
131023_train2,0.0
131024_train2,0.0
131025_train2,0.0
131026_train2,0.0
131027_train2,0.0
131028_train2,0.0
131029_train2,0.0
131030_train2,0.0
131031_train2,0.0
131032_train2,0.0
131033_train2,0.0
131034_train2,0.0
131035_train2,0.0
131036_train2,0.0
131037_train2,0.0
131038_train2,0.0
131039_train2,0.0
131040_train2,0.0
131041_train2,0.0
131042_train2,0.0
131043_train2,0.0
131044_train2,0.0
131045_train2,0.0
131046_train2,0.0
131047_train2,0.0
131048_train2,0.0
131049_train2,0.0
131050_train2,0.0
131051_train2,0.0
131052_train2,0.0
131053_train2,0.0
131054_train2,0.0
131055_train2,0.0
131056_train2,0.0
131057_train2,0.0
131058_train2,0.0
131059_train2,0.0
131060_train2,0.0
131061_train2,0.0
131062_train2,0.0
131063_train2,0.0
131064_train2,0.0
131065_train2,0.0
131066_train2,0.0
131067_train2,0.0
131068_train2,0.0
131069_train2,0.0
131070_train2,0.0
131071_train2,0.0
131072_train2,0.0
131073_train2,0.0
131074_train2,0.0
131075_train2,0.0
131076_train2,0.0
131077_train2,0.0
131078_train2,0.0
131079_train2,0.0
131080_train2,0.0
131081_train2,0.0
131082_train2,0.0
131083_train2,0.0
131084_train2,0.0
131085_train2,0.0
131086_train2,0.0
131087_train2,0.0
131088_train2,0.0
131089_train2,0.0
131090_train2,0.0
131091_train2,0.0
131092_train2,0.0
131093_train2,0.0
131094_train2,0.0
131095_train2,0.0
131096_train2,0.0
131097_train2,0.27778308647873823
131098_train2,0.0
131099_train2,0.0
131100_train2,0.0
131101_train2,0.0
131102_train2,0.0
131103_train2,0.0
131104_train2,0.0
131105_train2,0.0
131106_train2,0.0
131107_train2,0.01301415022569372
131108_train2,0.0
131109_train2,0.0
131110_train2,0.0
131111_train2,0.0
131112_train2,0.0
131113_train2,0.008530805687203791
131114_train2,0.0
131115_train2,0.0
131116_train2,0.0
131117_train2,0.0
131118_train2,0.0
131119_train2,0.0
131120_train2,0.0
131121_train2,0.0
131122_train2,0.0
131123_train2,0.0
131124_train2,0.0
131125_train2,0.0
131126_train2,0.0
131127_train2,0.0
131128_train2,0.0
131129_train2,0.0
131130_train2,0.0
131131_train2,0.0
131132_train2,0.0
131133_train2,0.0
131134_train2,0.0
131135_train2,0.0
131136_train2,0.0
131137_train2,0.0
131138_train2,0.0
131139_train2,0.0
131140_train2,0.0
131141_train2,0.0
131142_train2,0.0
131143_train2,0.0
131144_train2,0.0
131145_train2,0.0
131146_train2,0.0
131147_train2,0.0
131148_train2,0.0
131149_train2,0.0
131150_train2,0.0
131151_train2,0.0
131152_train2,0.0
131153_train2,0.0
131154_train2,0.0
131155_train2,0.0
131156_train2,0.0
131157_train2,0.0
131158_train2,0.0
131159_train2,0.0
131160_train2,0.0
131161_train2,0.0
131162_train2,0.0
131163_train2,0.0
131164_train2,0.0
131165_train2,0.0
131166_train2,0.0
131167_train2,0.0
131168_train2,0.0
131169_train2,0.0
131170_train2,0.0
131171_train2,0.0
131172_train2,0.0
131173_train2,0.0
131174_train2,0.0
131175_train2,0.0
131176_train2,0.0
131177_train2,0.0
131178_train2,0.0
131179_train2,0.0
131180_train2,0.0
131181_train2,0.0
131182_train2,0.0
131183_train2,0.0
131184_train2,0.0
131185_train2,0.0
131186_train2,0.0
131187_train2,0.0
131188_train2,0.0
131189_train2,0.0
131190_train2,0.0
131191_train2,0.0
131192_train2,0.0
131193_train2,0.0
131194_train2,0.0
131195_train2,0.0
131196_train2,0.0
131197_train2,0.0
131198_train2,0.0
131199_train2,0.5613704668403127
131200_train2,0.0
131201_train2,0.0
131202_train2,0.0
131203_train2,0.0
131204_train2,0.0
131205_train2,0.0
131206_train2,0.0
131207_train2,0.0
131208_train2,0.0
131209_train2,0.0
131210_train2,0.0
131211_train2,0.0
131212_train2,0.0
131213_train2,0.0
131214_train2,0.0
131215_train2,0.0
131216_train2,0.0
131217_train2,0.0
131218_train2,0.0
131219_train2,0.0
131220_train2,0.0
131221_train2,0.0
131222_train2,0.0
131223_train2,0.0
131224_train2,0.0
131225_train2,0.0
131226_train2,0.0
131227_train2,0.0
131228_train2,0.0
131229_train2,0.0
131230_train2,0.0
131231_train2,0.0
131232_train2,0.0
131233_train2,0.0
131234_train2,0.0
131235_train2,0.0
131236_train2,0.0
131237_train2,0.0
131238_train2,0.0
131239_train2,0.0
131240_train2,0.0
131241_train2,0.0
131242_train2,0.0
131243_train2,0.0
131244_train2,0.0
131245_train2,0.0
131246_train2,0.030762403479187076
131247_train2,0.0
131248_train2,0.0
131249_train2,0.0
131250_train2,0.0
131251_train2,0.0
131252_train2,0.0
131253_train2,0.0
131254_train2,0.0
131255_train2,0.0
131256_train2,0.0
131257_train2,0.0
131258_train2,0.0
131259_train2,0.0
131260_train2,0.0
131261_train2,0.0
131262_train2,0.0
131263_train2,0.0
131264_train2,0.0
131265_train2,0.0
131266_train2,0.0
131267_train2,0.0
131268_train2,0.0
131269_train2,0.0
131270_train2,0.0
131271_train2,0.0
131272_train2,0.0
131273_train2,0.0
131274_train2,0.0
131275_train2,0.0
131276_train2,0.0
131277_train2,0.0
131278_train2,0.0
131279_train2,0.0
131280_train2,0.0
131281_train2,0.0
131282_train2,0.0
131283_train2,0.0
131284_train2,0.0
131285_train2,0.0
131286_train2,0.0
131287_train2,0.0
131288_train2,0.0
131289_train2,0.0
131290_train2,0.0
131291_train2,0.0
131292_train2,0.0
131293_train2,0.0
131294_train2,0.0
131295_train2,0.0
131296_train2,0.0
131297_train2,0.0
131298_train2,0.0
131299_train2,0.0
131300_train2,0.0
131301_train2,0.0
131302_train2,0.0
131303_train2,0.0
131304_train2,0.0
131305_train2,0.0
131306_train2,0.0
131307_train2,0.0
131308_train2,0.0
131309_train2,0.0
131310_train2,0.0
131311_train2,0.0
131312_train2,0.0
131313_train2,0.0
131314_train2,0.0
131315_train2,0.0
131316_train2,0.0
131317_train2,0.0
131318_train2,0.0
131319_train2,0.0
131320_train2,0.0
131321_train2,0.0
131322_train2,0.0
131323_train2,0.0
131324_train2,0.0
131325_train2,0.0
131326_train2,0.0
131327_train2,0.0
131328_train2,0.0
131329_train2,0.0
131330_train2,0.0
131331_train2,0.0
131332_train2,0.0
131333_train2,0.0
131334_train2,0.0
131335_train2,0.0
131336_train2,0.0
131337_train2,0.0
131338_train2,0.0
131339_train2,0.0
131340_train2,0.0
131341_train2,0.0
131342_train2,0.0
131343_train2,0.0
131344_train2,0.0
131345_train2,0.0
131346_train2,0.0
131347_train2,0.0
131348_train2,0.0
131349_train2,0.0
131350_train2,0.0
131351_train2,0.0
131352_train2,0.0
131353_train2,0.0
131354_train2,0.0
131355_train2,0.0
131356_train2,0.0
131357_train2,0.0
131358_train2,0.0
131359_train2,0.0
131360_train2,0.0
131361_train2,0.0
131362_train2,0.0
131363_train2,0.0
131364_train2,0.0
131365_train2,0.0
131366_train2,0.0
131367_train2,0.0
131368_train2,0.0
131369_train2,0.0
131370_train2,0.0
131371_train2,0.0
131372_train2,0.0
131373_train2,0.0
131374_train2,0.37791724044517694
131375_train2,0.0
131376_train2,0.0
131377_train2,0.0
131378_train2,0.0
131379_train2,0.0
131380_train2,0.07546628407460532
131381_train2,0.0
131382_train2,0.0
131383_train2,0.0
131384_train2,0.0
131385_train2,0.0
