id,LQ80
130475_train2,-311384.8175537945
130476_train2,-847541.3819701904
130477_train2,-1024927.9150811974
130478_train2,-183582.67416477343
130479_train2,-263326.676556509
130480_train2,-274072.22397071077
130481_train2,-299876.4979957286
130482_train2,-2483836.956233047
130483_train2,-129065.9226878311
130484_train2,-885825.6984542031
130485_train2,-262070.9823945905
130486_train2,-269808.6464709868
130487_train2,-278988.5123919309
130488_train2,-87104.29058329342
130489_train2,-632984.9516255241
130490_train2,-86718.20867023803
130491_train2,-624401.1967045022
130492_train2,-384853.98212861596
130493_train2,-103400.59178122331
130494_train2,-680473.8858759203
130495_train2,-116420.05394120002
130496_train2,-655287.0538684512
130497_train2,-1803012.9984106012
130498_train2,-304942.55221258104
130499_train2,-383653.8130057221
130500_train2,-848750.0537068332
130501_train2,-757643.1428472176
130502_train2,-425594.38914240804
130503_train2,-24835.281464009546
130504_train2,-323634.9796986303
130505_train2,-415572.59724205453
130506_train2,-84800.6266258813
130507_train2,-307025.1533552315
130508_train2,-533088.6289115665
130509_train2,-282395.07435337664
130510_train2,-613347.2001228337
130511_train2,-343335.43065970205
130512_train2,-594030.3261204963
130513_train2,-208230.73752160254
130514_train2,-183342.46321912576
130515_train2,-86639.2971324909
130516_train2,-313638.1194840367
130517_train2,-288929.9765076202
130518_train2,-714695.4342655418
130519_train2,-486375.97782606585
130520_train2,-216268.40767491958
130521_train2,-2348558.087549366
130522_train2,-3017163.976123914
130523_train2,-1011182.1884056181
130524_train2,-436841.9700779258
130525_train2,-239925.5181416371
130526_train2,-2692677.3890109695
130527_train2,-301463.8323191297
130528_train2,-346299.10879801726
130529_train2,-989833.631988341
130530_train2,-91740.42734628741
130531_train2,-615471.9239143655
130532_train2,-286574.5711599877
130533_train2,-361770.270437093
130534_train2,-342887.978980158
130535_train2,-253320.52512985026
130536_train2,-83900.48923772271
130537_train2,-626291.1471695984
130538_train2,-88667.09528781753
130539_train2,-310107.1980914483
130540_train2,-560034.3950832887
130541_train2,-602206.7021908355
130542_train2,-265176.0301791846
130543_train2,-147580.7488058959
130544_train2,-832652.3639679784
130545_train2,-303694.7297236612
130546_train2,-2914597.910293665
130547_train2,-578515.629982682
130548_train2,-1481402.69983536
130549_train2,-300663.2422161347
130550_train2,-1392015.3176361267
130551_train2,-108069.34059361124
130552_train2,-2326442.4734118134
130553_train2,-369214.2109086914
130554_train2,-322957.3149242501
130555_train2,-398718.40627890546
130556_train2,-476181.2571668164
130557_train2,-460408.75139813917
130558_train2,-362164.11663064593
130559_train2,-509524.3973140232
130560_train2,-481578.3189881034
130561_train2,-196470.8555357228
130562_train2,-264679.14723854186
130563_train2,-235353.72813326027
130564_train2,-704019.2953737145
130565_train2,-456059.0827013054
130566_train2,-311901.3060119867
130567_train2,-372019.7206726903
130568_train2,-258918.65341744781
130569_train2,-365809.1800017366
130570_train2,-437009.34286092175
130571_train2,-304665.8480450548
130572_train2,-471053.3893111991
130573_train2,-274048.8492846093
130574_train2,-687975.657324818
130575_train2,-309635.41059391294
130576_train2,-308456.2656945144
130577_train2,-818272.7034733482
130578_train2,-3156834.023983799
130579_train2,-862399.8145126086
130580_train2,-626322.3177447561
130581_train2,-301335.74137864634
130582_train2,-365267.3471119064
130583_train2,-314877.0307799559
130584_train2,-40729.01255052909
130585_train2,-279035.97798037366
130586_train2,-358053.5050589163
130587_train2,-180333.5680840048
130588_train2,-1792151.0880221892
130589_train2,-654775.7641160842
130590_train2,-270185.9167606507
130591_train2,-216662.4306390062
130592_train2,-2325302.564283058
130593_train2,-266284.35262895795
130594_train2,-918537.5521930046
130595_train2,-383117.15660254005
130596_train2,-2341291.849960681
130597_train2,-95154.83220225386
130598_train2,-222326.4709854056
130599_train2,-326197.2114594225
130600_train2,-300672.70169682754
130601_train2,-578164.8376860959
130602_train2,-712629.6990415379
130603_train2,-1797631.4692172222
130604_train2,-1946825.5135749578
130605_train2,-258279.2573403502
130606_train2,-351688.52009871183
130607_train2,-304155.2684632868
130608_train2,-353034.7438925491
130609_train2,-314000.4447736973
130610_train2,-302642.1240395403
130611_train2,-301883.79630977334
130612_train2,-654235.5795288887
130613_train2,-305767.5069331508
130614_train2,-215320.66907300055
130615_train2,-27096.102660815115
130616_train2,-2519675.2306933925
130617_train2,-422787.96772899944
130618_train2,-2432273.599679943
130619_train2,-263722.8191122324
130620_train2,-890200.2983675487
130621_train2,-2955299.443558976
130622_train2,-1228912.1989348195
130623_train2,-393943.77414066624
130624_train2,-593748.560116766
130625_train2,-284964.93087565736
130626_train2,-254492.49570784066
130627_train2,-299687.7540886821
130628_train2,-352906.66736631
130629_train2,-495598.2476284052
130630_train2,-1633198.4855591208
130631_train2,-303184.9030730615
130632_train2,-2545998.1834174395
130633_train2,-2827818.659642132
130634_train2,-401429.6550434511
130635_train2,-306839.92490750086
130636_train2,-2378858.105043886
130637_train2,-301295.7135079738
130638_train2,-646779.9307216648
130639_train2,-690601.4621775788
130640_train2,-624632.1566339456
130641_train2,-270250.768158586
130642_train2,-2069109.127675958
130643_train2,-289600.25750501547
130644_train2,-294401.37905356707
130645_train2,-130643.6279074864
130646_train2,-1653833.9409373011
130647_train2,-304725.53691336745
130648_train2,-605292.4503080016
130649_train2,-228369.144141878
130650_train2,-351681.8862975794
130651_train2,-2863650.105517842
130652_train2,-314088.9260971355
130653_train2,-312854.283314019
130654_train2,-538913.1366948923
130655_train2,-3065996.919233851
130656_train2,-1700496.6814691126
130657_train2,-614812.0877971649
130658_train2,-3092264.555928655
130659_train2,-373128.47127945116
130660_train2,-310700.6735253304
130661_train2,-2787817.0824237056
130662_train2,-563994.8734109849
130663_train2,-425253.64222278865
130664_train2,-407239.9989814083
130665_train2,-720077.4825374647
130666_train2,-1889870.9488256462
130667_train2,-334141.93117132573
130668_train2,-190016.35843954608
130669_train2,-166311.3072633833
130670_train2,-88377.38571507554
130671_train2,-706699.5638997871
130672_train2,-600246.014897693
130673_train2,-617837.2000279003
130674_train2,-307045.9275522004
130675_train2,-890206.5100535862
130676_train2,-317751.29701613216
130677_train2,-267950.58418596396
130678_train2,-479150.2633757279
130679_train2,-318535.64462149655
130680_train2,-724539.8597699143
130681_train2,-580962.7832477405
130682_train2,-478257.68344553746
130683_train2,-368623.056268177
130684_train2,-352723.9259553589
130685_train2,-216679.64248442673
130686_train2,-655089.0848257421
130687_train2,-650574.1379936715
130688_train2,-530796.5922167129
130689_train2,-152461.10413219105
130690_train2,-155304.72629683372
130691_train2,-2089136.9058560692
130692_train2,-263658.6284143487
130693_train2,-82592.31715094554
130694_train2,-2267766.1888441145
130695_train2,-258879.3115238133
130696_train2,-381902.5294571412
130697_train2,-91442.85399093165
130698_train2,-353291.42482532887
130699_train2,-313495.4878593981
130700_train2,-1683176.0459645838
130701_train2,-2821082.006609995
130702_train2,-1012739.7372411191
130703_train2,-2986467.550153397
130704_train2,-171499.68649694975
130705_train2,-370527.48048229935
130706_train2,-310129.1575821105
130707_train2,-253654.57281201822
130708_train2,-423871.81475987844
130709_train2,-276395.1236119056
130710_train2,-423503.7857128992
130711_train2,-311168.0281269306
130712_train2,-994406.8226827765
130713_train2,-487043.1078146072
130714_train2,-1325868.0999537203
130715_train2,-461523.13344042376
130716_train2,-426670.22911936324
130717_train2,-779581.9081852091
130718_train2,-390471.0335346386
130719_train2,-426821.70736080874
130720_train2,-2026474.3646124974
130721_train2,-39968.158103291644
130722_train2,-312426.86768899974
130723_train2,-2849739.4264294617
130724_train2,-452594.5925928652
130725_train2,-301856.84094723035
130726_train2,-171724.41172729433
130727_train2,-3070895.778716661
130728_train2,-275801.5985061927
130729_train2,-306609.4253036631
130730_train2,-305066.52089302335
130731_train2,-320198.7231089503
130732_train2,-291918.79579031
130733_train2,-168929.4881127514
130734_train2,-2663100.51040506
130735_train2,-433685.6584398509
130736_train2,-895733.7670150176
130737_train2,-1257074.7809971478
130738_train2,-347304.69920808077
130739_train2,-246923.5314202502
130740_train2,-762048.5709905978
130741_train2,-255972.5892456409
130742_train2,-88001.46675828297
130743_train2,-2826354.745966375
130744_train2,-570543.1444915216
130745_train2,-2793555.240627758
130746_train2,-547529.4497387651
130747_train2,-636981.2359197875
130748_train2,-361011.5347746671
130749_train2,-639340.5805370919
130750_train2,-353324.4018414328
130751_train2,-1550026.8683944754
130752_train2,-51051.779937950196
130753_train2,-715970.5298517607
130754_train2,-2594410.5448359884
130755_train2,-391187.616449696
130756_train2,-2531711.858531179
130757_train2,-2874567.1474402715
130758_train2,-755334.4962418638
130759_train2,-2361208.499578409
130760_train2,-37506.75789255346
130761_train2,-308076.6052538608
130762_train2,-93550.38074346702
130763_train2,-309593.51611295715
130764_train2,-401221.3595164567
130765_train2,-309454.25227925414
130766_train2,-192047.2778721894
130767_train2,-1020484.7297305372
130768_train2,-533576.9766084077
130769_train2,-2950174.777973436
130770_train2,-3619475.8932416514
130771_train2,-321222.5170162632
130772_train2,-1712419.276192326
130773_train2,-723933.5209706686
130774_train2,-406028.7517683795
130775_train2,-343162.9534438425
130776_train2,-554056.3386604115
130777_train2,-605207.1437206184
130778_train2,-322885.55278963945
130779_train2,-306512.51235199394
130780_train2,-437537.9799944479
130781_train2,-244015.36993296444
130782_train2,-281508.46622796264
130783_train2,-566361.3538045757
130784_train2,-2502959.9614274427
130785_train2,-219149.94489477668
130786_train2,-257205.37629973888
130787_train2,-311907.0507299078
130788_train2,-3084566.3064125627
130789_train2,-297384.80905749975
130790_train2,-616892.004429148
130791_train2,-86719.3333740948
130792_train2,-274499.14254244743
130793_train2,-439800.9107491644
130794_train2,-99777.53284049337
130795_train2,-315635.5667464009
130796_train2,-323720.76995912846
130797_train2,-1758824.763429001
130798_train2,-1010855.2036004625
130799_train2,-360066.46266811015
130800_train2,-213534.18067232054
130801_train2,-322410.60829140805
130802_train2,-640922.2534946855
130803_train2,-657850.8119642446
130804_train2,-368543.0382932741
130805_train2,-338603.75419186684
130806_train2,-349651.2332370151
130807_train2,-342250.66923466045
130808_train2,-527830.0134799462
130809_train2,-2453791.70675312
130810_train2,-1961018.4881475642
130811_train2,-336156.4267996545
130812_train2,-133587.075852416
130813_train2,-341771.61983485357
130814_train2,-138686.23227688763
130815_train2,-579390.7385794972
130816_train2,-2498131.857386712
130817_train2,-395338.8302528239
130818_train2,-672457.4286205927
130819_train2,-880177.5096218884
130820_train2,-60370.57385122776
130821_train2,-336317.94303476065
130822_train2,-610905.5125971385
130823_train2,-843943.8859835565
130824_train2,-284534.7119410732
130825_train2,-270590.8223356048
130826_train2,-2669292.463074792
130827_train2,-3131859.4185111225
130828_train2,-287293.98063799413
130829_train2,-372443.8413368454
130830_train2,-210455.12269009603
130831_train2,-1920965.943780737
130832_train2,-219037.0199692226
130833_train2,-302702.6944517635
130834_train2,-464744.6924020713
130835_train2,-338686.97955544293
130836_train2,-181427.4894426486
130837_train2,-613106.7925770804
130838_train2,-598960.9691515509
130839_train2,-533931.9666852616
130840_train2,-362285.3533366462
130841_train2,-890958.2062158668
130842_train2,-26040.64072157006
130843_train2,-1991825.2071187962
130844_train2,-339726.02467974136
130845_train2,-218422.51776750013
130846_train2,-35402.369900385966
130847_train2,-556703.0419481238
130848_train2,-286376.2968156086
130849_train2,-192507.55279041687
130850_train2,-213852.03553340188
130851_train2,-385154.6563671618
130852_train2,-319821.76226413273
130853_train2,-3047356.9052635953
130854_train2,-3032385.401014082
130855_train2,-332412.3679669944
130856_train2,-275501.585777777
130857_train2,-200506.14780481858
130858_train2,-1411148.2430230342
130859_train2,-320038.3980550859
130860_train2,-271274.8524750988
130861_train2,-681094.7195060216
130862_train2,-312692.8475766196
130863_train2,-122647.88000188395
130864_train2,-169300.57436213503
130865_train2,-1394685.101815939
130866_train2,-2778630.3294558413
130867_train2,-379329.1636093054
130868_train2,-791409.821362826
130869_train2,-292462.1746455298
130870_train2,-1293023.4661153257
130871_train2,-266519.57543817605
130872_train2,-216986.2570538763
130873_train2,-330935.5068487909
130874_train2,-295781.67710645264
130875_train2,-157533.58992706076
130876_train2,-216301.90454964084
130877_train2,-593000.8541775062
130878_train2,-2909111.4646346644
130879_train2,-709806.7790988367
130880_train2,-306840.06665279646
130881_train2,-630510.8772289166
130882_train2,-2196964.3311361447
130883_train2,-57777.62262852932
130884_train2,-310607.4109300296
130885_train2,-350942.2120060781
130886_train2,-304922.2421526159
130887_train2,-496377.4606870143
130888_train2,-412765.0817951979
130889_train2,-176725.35223388183
130890_train2,-370823.13562506484
130891_train2,-2806637.856577128
130892_train2,-81038.8309479641
130893_train2,-260299.82680874504
130894_train2,-110299.43892984884
130895_train2,-314536.96213735314
130896_train2,-381929.377035602
130897_train2,-937020.2154352982
130898_train2,-598798.7040580381
130899_train2,-207276.73508127546
130900_train2,-469566.56504426803
130901_train2,-1181099.8110965062
130902_train2,-368370.36517093144
130903_train2,-301411.0491165677
130904_train2,-260157.97839102522
130905_train2,-301666.6813424055
130906_train2,-109216.53587004542
130907_train2,-99982.4493160937
130908_train2,-314998.7040240783
130909_train2,-305348.69728344074
130910_train2,-1889270.3226761706
130911_train2,-407690.36093806755
130912_train2,-1368324.1900487598
130913_train2,-435798.5189108327
130914_train2,-365904.02434838563
130915_train2,-26482.383987653942
130916_train2,-86722.70738971035
130917_train2,-2262157.034970142
130918_train2,-706297.0221354407
130919_train2,-270494.13257805305
130920_train2,-299135.5749500743
130921_train2,-279254.1329074572
130922_train2,-554858.923054303
130923_train2,-74035.81864227634
130924_train2,-2676467.0949527137
130925_train2,-2282019.484989578
130926_train2,-150677.7463052586
130927_train2,-298700.5525286263
