id,ED
311_train_0,3407.0
312_train_0,3410.0
313_train_0,3404.0
314_train_0,3407.0
315_train_0,3408.0
316_train_0,3406.0
317_train_0,3406.0
318_train_0,3429.0
319_train_0,3407.0
320_train_0,3405.0
321_train_0,3408.0
322_train_0,3410.0
323_train_0,3407.0
324_train_0,3407.0
325_train_0,3405.0
326_train_0,3407.0
327_train_0,3408.0
328_train_0,3409.0
329_train_0,3408.0
330_train_0,3408.0
331_train_0,3409.0
332_train_0,3406.0
333_train_0,3403.0
334_train_0,3408.0
335_train_0,3413.0
336_train_0,3404.0
337_train_0,3409.0
338_train_0,3404.0
339_train_0,3409.0
340_train_0,3410.0
341_train_0,3408.0
342_train_0,3412.0
343_train_0,3406.0
344_train_0,3413.0
345_train_0,3410.0
346_train_0,3406.0
347_train_0,3409.0
348_train_0,3407.0
349_train_0,3409.0
350_train_0,3408.0
351_train_0,3403.0
352_train_0,3403.0
353_train_0,3409.0
354_train_0,3416.0
355_train_0,3410.0
356_train_0,3414.0
357_train_0,3415.0
358_train_0,3407.0
359_train_0,3382.0
360_train_0,3407.0
361_train_0,3405.0
362_train_0,3407.0
363_train_0,3407.0
364_train_0,3412.0
365_train_0,3392.0
366_train_0,3407.0
367_train_0,3409.0
368_train_0,3412.0
369_train_0,3409.0
370_train_0,3403.0
371_train_0,3406.0
372_train_0,3413.0
373_train_0,3415.0
374_train_0,3409.0
375_train_0,3411.0
376_train_0,3410.0
377_train_0,3410.0
378_train_0,3404.0
379_train_0,3410.0
380_train_0,3414.0
381_train_0,3411.0
382_train_0,3404.0
383_train_0,3411.0
384_train_0,3408.0
385_train_0,3414.0
386_train_0,3407.0
387_train_0,3413.0
388_train_0,3409.0
389_train_0,3411.0
390_train_0,3410.0
391_train_0,3408.0
392_train_0,3405.0
393_train_0,3407.0
394_train_0,3405.0
395_train_0,3407.0
396_train_0,3405.0
397_train_0,3404.0
398_train_0,3410.0
399_train_0,3403.0
400_train_0,3404.0
401_train_0,3407.0
402_train_0,3407.0
403_train_0,3402.0
404_train_0,3411.0
405_train_0,3404.0
406_train_0,3407.0
407_train_0,3415.0
408_train_0,3407.0
409_train_0,3399.0
410_train_0,3414.0
411_train_0,3411.0
412_train_0,3415.0
413_train_0,3409.0
414_train_0,3410.0
415_train_0,3409.0
416_train_0,3407.0
417_train_0,3411.0
418_train_0,3412.0
419_train_0,3406.0
420_train_0,3407.0
421_train_0,3403.0
422_train_0,3408.0
423_train_0,3406.0
424_train_0,3410.0
425_train_0,3411.0
426_train_0,3418.0
427_train_0,3401.0
428_train_0,3411.0
429_train_0,3406.0
430_train_0,3402.0
431_train_0,3414.0
432_train_0,3409.0
433_train_0,3408.0
434_train_0,3405.0
435_train_0,3408.0
436_train_0,3407.0
437_train_0,3407.0
438_train_0,3404.0
439_train_0,3404.0
440_train_0,3404.0
441_train_0,3407.0
442_train_0,3413.0
443_train_0,3407.0
444_train_0,3396.0
445_train_0,3403.0
446_train_0,3407.0
447_train_0,3408.0
448_train_0,3413.0
449_train_0,3408.0
450_train_0,3408.0
451_train_0,3407.0
452_train_0,3409.0
453_train_0,3415.0
454_train_0,3405.0
455_train_0,3412.0
456_train_0,3407.0
457_train_0,3411.0
458_train_0,3407.0
459_train_0,3408.0
460_train_0,3407.0
461_train_0,3396.0
462_train_0,3410.0
463_train_0,3406.0
464_train_0,3412.0
465_train_0,3413.0
466_train_0,3407.0
467_train_0,3404.0
468_train_0,3409.0
469_train_0,3403.0
470_train_0,3407.0
471_train_0,3402.0
472_train_0,3403.0
473_train_0,3407.0
474_train_0,3405.0
475_train_0,3408.0
476_train_0,3408.0
477_train_0,3410.0
478_train_0,3410.0
479_train_0,3408.0
480_train_0,3404.0
481_train_0,3413.0
482_train_0,3409.0
483_train_0,3409.0
484_train_0,3410.0
485_train_0,3415.0
486_train_0,3407.0
487_train_0,3408.0
488_train_0,3412.0
489_train_0,3410.0
490_train_0,3408.0
491_train_0,3412.0
492_train_0,3404.0
493_train_0,3414.0
494_train_0,3409.0
495_train_0,3405.0
496_train_0,3408.0
497_train_0,3411.0
498_train_0,3410.0
499_train_0,3410.0
500_train_0,3399.0
501_train_0,3405.0
502_train_0,3414.0
503_train_0,3403.0
504_train_0,3387.0
505_train_0,3388.0
506_train_0,3401.0
507_train_0,3404.0
508_train_0,3409.0
509_train_0,3411.0
510_train_0,3413.0
511_train_0,3409.0
512_train_0,3408.0
513_train_0,3408.0
514_train_0,3383.0
515_train_0,3408.0
516_train_0,3408.0
517_train_0,3407.0
518_train_0,3406.0
519_train_0,3413.0
520_train_0,3409.0
521_train_0,3408.0
522_train_0,3408.0
523_train_0,3406.0
524_train_0,3419.0
525_train_0,3407.0
526_train_0,3413.0
527_train_0,3412.0
528_train_0,3405.0
529_train_0,3406.0
530_train_0,3407.0
531_train_0,3418.0
532_train_0,3409.0
533_train_0,3408.0
534_train_0,3416.0
535_train_0,3408.0
536_train_0,3405.0
537_train_0,3411.0
538_train_0,3412.0
539_train_0,3408.0
540_train_0,3409.0
541_train_0,3407.0
542_train_0,3408.0
543_train_0,3411.0
544_train_0,3410.0
545_train_0,3407.0
546_train_0,3408.0
547_train_0,3409.0
548_train_0,3410.0
549_train_0,3409.0
550_train_0,3408.0
551_train_0,3409.0
552_train_0,3410.0
553_train_0,3406.0
554_train_0,3408.0
555_train_0,3407.0
556_train_0,3401.0
557_train_0,3406.0
558_train_0,3404.0
559_train_0,3408.0
560_train_0,3408.0
561_train_0,3403.0
562_train_0,3385.0
563_train_0,3404.0
564_train_0,3414.0
565_train_0,3404.0
566_train_0,3407.0
567_train_0,3405.0
568_train_0,3449.0
569_train_0,3409.0
570_train_0,3407.0
571_train_0,3414.0
572_train_0,3403.0
573_train_0,3408.0
574_train_0,3414.0
575_train_0,3407.0
576_train_0,3410.0
577_train_0,3410.0
578_train_0,3409.0
579_train_0,3406.0
580_train_0,3414.0
581_train_0,3410.0
582_train_0,3410.0
583_train_0,3410.0
584_train_0,3414.0
585_train_0,3412.0
586_train_0,3406.0
587_train_0,3409.0
588_train_0,3413.0
589_train_0,3404.0
590_train_0,3407.0
591_train_0,3408.0
592_train_0,3408.0
593_train_0,3408.0
594_train_0,3407.0
595_train_0,3403.0
596_train_0,3409.0
597_train_0,3412.0
598_train_0,3406.0
599_train_0,3414.0
600_train_0,3402.0
601_train_0,3404.0
602_train_0,3403.0
603_train_0,3413.0
604_train_0,3409.0
605_train_0,3405.0
606_train_0,3408.0
607_train_0,3403.0
608_train_0,3409.0
609_train_0,3409.0
610_train_0,3415.0
611_train_0,3412.0
612_train_0,3409.0
613_train_0,3406.0
614_train_0,3404.0
615_train_0,3403.0
616_train_0,3416.0
617_train_0,3409.0
618_train_0,3408.0
619_train_0,3408.0
620_train_0,3408.0
621_train_0,3410.0
622_train_0,3404.0
623_train_0,3411.0
624_train_0,3414.0
625_train_0,3409.0
626_train_0,3407.0
627_train_0,3407.0
628_train_0,3416.0
629_train_0,3413.0
630_train_0,3403.0
631_train_0,3404.0
632_train_0,3418.0
633_train_0,3406.0
634_train_0,3409.0
635_train_0,3410.0
636_train_0,3411.0
637_train_0,3409.0
638_train_0,3407.0
639_train_0,3412.0
640_train_0,3410.0
641_train_0,3412.0
642_train_0,3411.0
643_train_0,3403.0
644_train_0,3407.0
645_train_0,3401.0
646_train_0,3405.0
647_train_0,3411.0
648_train_0,3407.0
649_train_0,3404.0
650_train_0,3400.0
651_train_0,3397.0
652_train_0,3411.0
653_train_0,3405.0
654_train_0,3410.0
655_train_0,3406.0
656_train_0,3405.0
657_train_0,3405.0
658_train_0,3407.0
659_train_0,3409.0
660_train_0,3404.0
661_train_0,3403.0
662_train_0,3404.0
663_train_0,3403.0
664_train_0,3412.0
665_train_0,3412.0
666_train_0,3412.0
667_train_0,3403.0
668_train_0,3404.0
669_train_0,3407.0
670_train_0,3407.0
671_train_0,3412.0
672_train_0,3406.0
673_train_0,3408.0
674_train_0,3410.0
675_train_0,3405.0
676_train_0,3409.0
677_train_0,3409.0
678_train_0,3401.0
679_train_0,3417.0
680_train_0,3409.0
681_train_0,3407.0
682_train_0,3404.0
683_train_0,3409.0
684_train_0,3408.0
685_train_0,3407.0
686_train_0,3400.0
687_train_0,3410.0
688_train_0,3405.0
689_train_0,3408.0
690_train_0,3405.0
691_train_0,3405.0
692_train_0,3405.0
693_train_0,3411.0
694_train_0,3404.0
695_train_0,3415.0
696_train_0,3409.0
697_train_0,3410.0
698_train_0,3411.0
699_train_0,3407.0
700_train_0,3405.0
701_train_0,3412.0
702_train_0,3407.0
703_train_0,3404.0
704_train_0,3407.0
705_train_0,3405.0
706_train_0,3411.0
707_train_0,3404.0
708_train_0,3397.0
709_train_0,3404.0
710_train_0,3404.0
711_train_0,3401.0
712_train_0,3410.0
713_train_0,3412.0
714_train_0,3408.0
715_train_0,3407.0
716_train_0,3406.0
717_train_0,3409.0
718_train_0,3403.0
719_train_0,3406.0
720_train_0,3410.0
721_train_0,3408.0
722_train_0,3409.0
723_train_0,3410.0
724_train_0,3409.0
725_train_0,3403.0
726_train_0,3413.0
727_train_0,3412.0
728_train_0,3404.0
729_train_0,3407.0
730_train_0,3403.0
731_train_0,3412.0
732_train_0,3415.0
733_train_0,3401.0
734_train_0,3386.0
735_train_0,3407.0
736_train_0,3408.0
737_train_0,3402.0
738_train_0,3408.0
739_train_0,3410.0
740_train_0,3402.0
741_train_0,3413.0
742_train_0,3409.0
743_train_0,3403.0
744_train_0,3407.0
745_train_0,3413.0
746_train_0,3403.0
747_train_0,3409.0
748_train_0,3413.0
749_train_0,3411.0
750_train_0,3408.0
751_train_0,3408.0
752_train_0,3403.0
753_train_0,3406.0
754_train_0,3413.0
755_train_0,3407.0
756_train_0,3409.0
757_train_0,3413.0
758_train_0,3403.0
759_train_0,3409.0
760_train_0,3405.0
761_train_0,3411.0
762_train_0,3408.0
763_train_0,3406.0
764_train_0,3409.0
765_train_0,3410.0
766_train_0,3412.0
767_train_0,3405.0
768_train_0,3400.0
769_train_0,3409.0
770_train_0,3404.0
771_train_0,3411.0
772_train_0,3415.0
773_train_0,3406.0
774_train_0,3411.0
775_train_0,3386.0
776_train_0,3404.0
777_train_0,3408.0
778_train_0,3403.0
779_train_0,3410.0
780_train_0,3404.0
781_train_0,3409.0
782_train_0,3410.0
783_train_0,3411.0
784_train_0,3408.0
785_train_0,3413.0
786_train_0,3408.0
787_train_0,3403.0
788_train_0,3408.0
789_train_0,3408.0
790_train_0,3408.0
791_train_0,3405.0
792_train_0,3415.0
793_train_0,3411.0
794_train_0,3407.0
795_train_0,3414.0
796_train_0,3401.0
797_train_0,3405.0
798_train_0,3405.0
799_train_0,3411.0
800_train_0,3410.0
801_train_0,3405.0
802_train_0,3406.0
803_train_0,3416.0
804_train_0,3403.0
805_train_0,3406.0
806_train_0,3409.0
807_train_0,3407.0
808_train_0,3407.0
809_train_0,3404.0
810_train_0,3375.0
811_train_0,3408.0
812_train_0,3407.0
813_train_0,3411.0
814_train_0,3407.0
815_train_0,3407.0
816_train_0,3404.0
817_train_0,3406.0
818_train_0,3405.0
819_train_0,3406.0
820_train_0,3413.0
821_train_0,3406.0
822_train_0,3410.0
823_train_0,3406.0
824_train_0,3409.0
825_train_0,3408.0
826_train_0,3405.0
827_train_0,3402.0
828_train_0,3445.0
829_train_0,3413.0
830_train_0,3405.0
831_train_0,3412.0
832_train_0,3411.0
833_train_0,3409.0
834_train_0,3415.0
835_train_0,3406.0
836_train_0,3404.0
837_train_0,3415.0
838_train_0,3412.0
839_train_0,3409.0
840_train_0,3410.0
841_train_0,3414.0
842_train_0,3406.0
843_train_0,3410.0
844_train_0,3406.0
845_train_0,3409.0
846_train_0,3408.0
847_train_0,3409.0
848_train_0,3409.0
849_train_0,3404.0
850_train_0,3404.0
851_train_0,3409.0
852_train_0,3413.0
853_train_0,3416.0
854_train_0,3402.0
855_train_0,3410.0
856_train_0,3405.0
857_train_0,3411.0
858_train_0,3403.0
859_train_0,3402.0
860_train_0,3408.0
861_train_0,3408.0
862_train_0,3408.0
863_train_0,3412.0
864_train_0,3406.0
865_train_0,3405.0
866_train_0,3395.0
867_train_0,3410.0
868_train_0,3401.0
869_train_0,3403.0
870_train_0,3412.0
871_train_0,3416.0
872_train_0,3404.0
873_train_0,3409.0
874_train_0,3408.0
875_train_0,3413.0
876_train_0,3400.0
877_train_0,3418.0
878_train_0,3405.0
879_train_0,3403.0
880_train_0,3410.0
881_train_0,3408.0
882_train_0,3406.0
883_train_0,3403.0
884_train_0,3408.0
885_train_0,3415.0
886_train_0,3410.0
887_train_0,3406.0
888_train_0,3402.0
889_train_0,3410.0
890_train_0,3408.0
891_train_0,3408.0
892_train_0,3403.0
893_train_0,3409.0
894_train_0,3405.0
895_train_0,3403.0
896_train_0,3385.0
897_train_0,3407.0
898_train_0,3408.0
899_train_0,3405.0
900_train_0,3407.0
901_train_0,3415.0
902_train_0,3405.0
903_train_0,3409.0
904_train_0,3399.0
905_train_0,3407.0
906_train_0,3409.0
907_train_0,3415.0
908_train_0,3408.0
909_train_0,3415.0
910_train_0,3402.0
911_train_0,3414.0
912_train_0,3403.0
913_train_0,3409.0
914_train_0,3402.0
915_train_0,3413.0
916_train_0,3412.0
917_train_0,3413.0
918_train_0,3415.0
919_train_0,3413.0
920_train_0,3409.0
921_train_0,3405.0
922_train_0,3407.0
923_train_0,3408.0
924_train_0,3408.0
925_train_0,3411.0
926_train_0,3408.0
927_train_0,3405.0
928_train_0,3405.0
929_train_0,3400.0
930_train_0,3403.0
931_train_0,3409.0
932_train_0,3405.0
933_train_0,3405.0
934_train_0,3408.0
935_train_0,3404.0
936_train_0,3409.0
937_train_0,3412.0
938_train_0,3410.0
939_train_0,3413.0
940_train_0,3405.0
941_train_0,3407.0
942_train_0,3408.0
943_train_0,3403.0
944_train_0,3402.0
945_train_0,3408.0
946_train_0,3404.0
947_train_0,3403.0
948_train_0,3408.0
949_train_0,3407.0
950_train_0,3417.0
951_train_0,3406.0
952_train_0,3409.0
953_train_0,3408.0
954_train_0,3406.0
955_train_0,3411.0
956_train_0,3414.0
957_train_0,3413.0
958_train_0,3413.0
959_train_0,3413.0
960_train_0,3404.0
961_train_0,3406.0
962_train_0,3410.0
963_train_0,3410.0
964_train_0,3410.0
965_train_0,3403.0
966_train_0,3407.0
967_train_0,3405.0
968_train_0,3406.0
969_train_0,3405.0
970_train_0,3414.0
971_train_0,3408.0
972_train_0,3405.0
973_train_0,3401.0
974_train_0,3415.0
975_train_0,3406.0
976_train_0,3408.0
977_train_0,3411.0
978_train_0,3412.0
979_train_0,3405.0
980_train_0,3415.0
981_train_0,3408.0
982_train_0,3404.0
983_train_0,3406.0
984_train_0,3406.0
985_train_0,3407.0
986_train_0,3412.0
987_train_0,3402.0
988_train_0,3404.0
989_train_0,3410.0
990_train_0,3412.0
991_train_0,3408.0
992_train_0,3412.0
993_train_0,3418.0
994_train_0,3413.0
995_train_0,3412.0
996_train_0,3408.0
997_train_0,3406.0
998_train_0,3411.0
999_train_0,3413.0
1000_train_0,3414.0
1001_train_0,3407.0
1002_train_0,3407.0
1003_train_0,3403.0
1004_train_0,3409.0
1005_train_0,3411.0
1006_train_0,3406.0
1007_train_0,3405.0
1008_train_0,3413.0
1009_train_0,3405.0
1010_train_0,3407.0
1011_train_0,3407.0
1012_train_0,3415.0
1013_train_0,3405.0
1014_train_0,3410.0
1015_train_0,3403.0
1016_train_0,3407.0
1017_train_0,3411.0
1018_train_0,3408.0
1019_train_0,3407.0
1020_train_0,3414.0
1021_train_0,3412.0
1022_train_0,3409.0
1023_train_0,3404.0
1024_train_0,3414.0
1025_train_0,3410.0
1026_train_0,3417.0
1027_train_0,3399.0
1028_train_0,3391.0
1029_train_0,3405.0
1030_train_0,3410.0
1031_train_0,3408.0
1032_train_0,3401.0
1033_train_0,3410.0
1034_train_0,3414.0
1035_train_0,3403.0
1036_train_0,3415.0
1037_train_0,3409.0
1038_train_0,3408.0
1039_train_0,3409.0
1040_train_0,3415.0
1041_train_0,3410.0
1042_train_0,3416.0
1043_train_0,3403.0
1044_train_0,3410.0
1045_train_0,3412.0
1046_train_0,3411.0
1047_train_0,3404.0
1048_train_0,3404.0
1049_train_0,3395.0
1050_train_0,3402.0
1051_train_0,3417.0
1052_train_0,3410.0
1053_train_0,3408.0
1054_train_0,3410.0
1055_train_0,3407.0
1056_train_0,3408.0
1057_train_0,3412.0
1058_train_0,3412.0
1059_train_0,3412.0
1060_train_0,3406.0
1061_train_0,3407.0
1062_train_0,3423.0
1063_train_0,3414.0
1064_train_0,3404.0
1065_train_0,3411.0
1066_train_0,3406.0
1067_train_0,3406.0
1068_train_0,3408.0
1069_train_0,3408.0
1070_train_0,3407.0
1071_train_0,3405.0
1072_train_0,3406.0
1073_train_0,3404.0
1074_train_0,3414.0
1075_train_0,3414.0
1076_train_0,3401.0
1077_train_0,3408.0
1078_train_0,3399.0
1079_train_0,3409.0
1080_train_0,3413.0
1081_train_0,3407.0
1082_train_0,3406.0
1083_train_0,3407.0
1084_train_0,3409.0
1085_train_0,3406.0
1086_train_0,3412.0
1087_train_0,3410.0
1088_train_0,3408.0
1089_train_0,3406.0
1090_train_0,3403.0
1091_train_0,3409.0
1092_train_0,3412.0
1093_train_0,3403.0
1094_train_0,3414.0
1095_train_0,3410.0
1096_train_0,3408.0
1097_train_0,3413.0
1098_train_0,3404.0
1099_train_0,3409.0
1100_train_0,3411.0
1101_train_0,3410.0
1102_train_0,3415.0
1103_train_0,3412.0
1104_train_0,3400.0
1105_train_0,3404.0
1106_train_0,3409.0
1107_train_0,3410.0
1108_train_0,3409.0
1109_train_0,3407.0
1110_train_0,3414.0
1111_train_0,3411.0
1112_train_0,3402.0
1113_train_0,3411.0
1114_train_0,3414.0
1115_train_0,3410.0
1116_train_0,3411.0
1117_train_0,3412.0
1118_train_0,3409.0
1119_train_0,3406.0
1120_train_0,3408.0
1121_train_0,3407.0
1122_train_0,3414.0
1123_train_0,3411.0
1124_train_0,3408.0
1125_train_0,3410.0
1126_train_0,3402.0
1127_train_0,3401.0
1128_train_0,3408.0
1129_train_0,3404.0
1130_train_0,3414.0
1131_train_0,3406.0
1132_train_0,3401.0
1133_train_0,3415.0
1134_train_0,3407.0
1135_train_0,3404.0
1136_train_0,3410.0
1137_train_0,3408.0
1138_train_0,3406.0
1139_train_0,3407.0
1140_train_0,3403.0
1141_train_0,3405.0
1142_train_0,3407.0
1143_train_0,3406.0
1144_train_0,3410.0
1145_train_0,3408.0
1146_train_0,3408.0
1147_train_0,3402.0
1148_train_0,3407.0
1149_train_0,3411.0
1150_train_0,3406.0
1151_train_0,3412.0
1152_train_0,3402.0
1153_train_0,3410.0
1154_train_0,3416.0
1155_train_0,3403.0
1156_train_0,3408.0
1157_train_0,3408.0
1158_train_0,3410.0
1159_train_0,3414.0
1160_train_0,3405.0
1161_train_0,3409.0
1162_train_0,3403.0
1163_train_0,3405.0
1164_train_0,3406.0
1165_train_0,3408.0
1166_train_0,3414.0
1167_train_0,3406.0
1168_train_0,3408.0
1169_train_0,3412.0
1170_train_0,3410.0
1171_train_0,3410.0
1172_train_0,3410.0
1173_train_0,3406.0
1174_train_0,3405.0
1175_train_0,3407.0
1176_train_0,3403.0
1177_train_0,3410.0
1178_train_0,3413.0
1179_train_0,3407.0
1180_train_0,3410.0
1181_train_0,3414.0
1182_train_0,3409.0
1183_train_0,3407.0
1184_train_0,3407.0
1185_train_0,3405.0
1186_train_0,3413.0
1187_train_0,3406.0
1188_train_0,3411.0
1189_train_0,3408.0
1190_train_0,3406.0
1191_train_0,3409.0
1192_train_0,3412.0
1193_train_0,3407.0
1194_train_0,3411.0
1195_train_0,3413.0
1196_train_0,3401.0
1197_train_0,3411.0
1198_train_0,3409.0
1199_train_0,3409.0
1200_train_0,3413.0
1201_train_0,3413.0
1202_train_0,3408.0
1203_train_0,3414.0
1204_train_0,3411.0
1205_train_0,3413.0
1206_train_0,3411.0
1207_train_0,3410.0
1208_train_0,3410.0
1209_train_0,3416.0
1210_train_0,3406.0
1211_train_0,3409.0
1212_train_0,3399.0
1213_train_0,3410.0
1214_train_0,3412.0
1215_train_0,3403.0
1216_train_0,3400.0
1217_train_0,3407.0
1218_train_0,3400.0
1219_train_0,3408.0
1220_train_0,3411.0
1221_train_0,3410.0
1222_train_0,3407.0
1223_train_0,3403.0
1224_train_0,3412.0
1225_train_0,3413.0
1226_train_0,3412.0
1227_train_0,3401.0
1228_train_0,3411.0
1229_train_0,3408.0
1230_train_0,3421.0
1231_train_0,3405.0
1232_train_0,3407.0
1233_train_0,3404.0
1234_train_0,3409.0
1235_train_0,3407.0
1236_train_0,3409.0
1237_train_0,3412.0
1238_train_0,3408.0
1239_train_0,3407.0
1240_train_0,3405.0
1241_train_0,3407.0
1242_train_0,3408.0
1243_train_0,3410.0
1244_train_0,3408.0
1245_train_0,3405.0
1246_train_0,3409.0
1247_train_0,3405.0
1248_train_0,3402.0
